# hdd   tau_V= 3.50
      0.0100000      0.0000373
      0.0150000      0.0000602
      0.0220000      0.0001046
      0.0330000      0.0002015
      0.0490000      0.0003832
      0.0730000      0.0005577
      0.1000000      0.0007316
      0.1230000      0.0007752
      0.1510000      0.0009165
      0.1850000      0.0012593
      0.2270000      0.0022291
      0.2790000      0.0027844
      0.3430000      0.0029669
      0.4210000      0.0032081
      0.5170000      0.0040266
      0.5500000      0.0044555
      0.6350000      0.0055919
      0.7800000      0.0079906
      0.9580000      0.0107238
      1.1770000      0.0153114
      1.4450001      0.0236607
      1.7740000      0.0388347
      2.1789999      0.0634931
      2.6760001      0.0974553
      3.2860000      0.1420510
      4.0359998      0.1961405
      4.9559999      0.2589192
      6.0000000      0.3288462
      6.2500000      0.3460537
      6.5000000      0.3622396
      6.7500000      0.3802284
      7.0000000      0.3965545
      7.2500000      0.4394732
      7.5000000      0.4804688
      7.7500000      0.5207031
      8.0000000      0.5612180
      8.2500000      0.6465145
      8.5000000      0.7250201
      8.6000004      0.7552565
      8.6999998      0.7853006
      8.8000002      0.8154808
      8.8999996      0.8461418
      9.0000000      0.8765625
      9.1000004      0.9092710
      9.1999998      0.9406412
      9.3000002      0.9709857
      9.3999996      1.0006331
      9.5000000      1.0291667
      9.6000004      1.0496155
      9.6999998      1.0698760
      9.8000002      1.0879728
      9.8999996      1.1062138
     10.0000000      1.1241988
     10.1000004      1.1394873
     10.1999998      1.1548557
     10.3000002      1.1698918
     10.3999996      1.1845834
     10.5000000      1.1993390
     10.6000004      1.2137341
     10.6999998      1.2281851
     10.8000002      1.2431251
     10.8999996      1.2576923
     11.0000000      1.2723159
     11.1000004      1.2847717
     11.1999998      1.2972436
     11.3000002      1.3097316
     11.3999996      1.3272597
     11.5000000      1.3448920
     11.7500000      1.3618891
     12.0000000      1.3903847
     12.2500000      1.4188601
     12.5000000      1.4453125
     12.7500000      1.4696214
     13.0000000      1.4916667
     13.2500000      1.5208836
     13.5000000      1.5468752
     13.7500000      1.5694612
     14.0000000      1.5879009
     14.2500000      1.6396636
     14.5000000      1.6928285
     14.7500000      1.7474262
     15.0000000      1.8034858
     15.2500000      1.8769233
     15.5000000      1.9517831
     15.7500000      2.0293272
     16.0000000      2.1089747
     16.2500000      2.1953125
     16.5000000      2.2832932
     16.7500000      2.3722458
     17.0000000      2.4635017
     17.2500000      2.5515628
     17.5000000      2.6404250
     17.7500000      2.7293472
     18.0000000      2.8182695
     18.2500000      2.8961639
     18.5000000      2.9736381
     18.7500000      3.0506310
     19.0000000      3.1270838
     19.2500000      3.1882813
     19.5000000      3.2500002
     19.7500000      3.3106573
     20.0000000      3.3701921
     20.8799992      3.5644906
     25.6399994      4.5404167
     31.4799995      5.4308043
     38.6599998      5.7664738
     47.4799995      5.2254629
     58.3100014      4.0578723
     71.6100006      2.6457834
     87.9400024      1.5082978
    108.0000000      0.8216828
    132.6000061      0.4267532
    162.8999939      0.2001660
    200.0000000      0.0975962
    204.3000031      0.0909364
    303.8999939      0.0240709
    452.0000000      0.0066025
    672.2999878      0.0021104
   1000.0000000      0.0003464
