# hdd   tau_V= 2.75
      0.0100000      0.0000584
      0.0150000      0.0000973
      0.0220000      0.0001726
      0.0330000      0.0003345
      0.0490000      0.0006478
      0.0730000      0.0010231
      0.1000000      0.0014255
      0.1230000      0.0015740
      0.1510000      0.0018851
      0.1850000      0.0025593
      0.2270000      0.0042208
      0.2790000      0.0051228
      0.3430000      0.0052742
      0.4210000      0.0054210
      0.5170000      0.0063527
      0.5500000      0.0068640
      0.6350000      0.0082097
      0.7800000      0.0109594
      0.9580000      0.0138250
      1.1770000      0.0185227
      1.4450001      0.0268448
      1.7740000      0.0414573
      2.1789999      0.0644446
      2.6760001      0.0949251
      3.2860000      0.1344153
      4.0359998      0.1820728
      4.9559999      0.2378721
      6.0000000      0.3009615
      6.2500000      0.3167568
      6.5000000      0.3315104
      6.7500000      0.3477765
      7.0000000      0.3629007
      7.2500000      0.4025842
      7.5000000      0.4405048
      7.7500000      0.4775441
      8.0000000      0.5153846
      8.2500000      0.5982572
      8.5000000      0.6763221
      8.6000004      0.7070193
      8.6999998      0.7375481
      8.8000002      0.7685898
      8.8999996      0.7997876
      9.0000000      0.8318511
      9.1000004      0.8658855
      9.1999998      0.8993590
      9.3000002      0.9318630
      9.3999996      0.9633495
      9.5000000      0.9937701
      9.6000004      1.0142310
      9.6999998      1.0341226
      9.8000002      1.0518509
      9.8999996      1.0693270
     10.0000000      1.0865386
     10.1000004      1.1002364
     10.1999998      1.1139904
     10.3000002      1.1273879
     10.3999996      1.1408333
     10.5000000      1.1539063
     10.6000004      1.1665945
     10.6999998      1.1797436
     10.8000002      1.1925001
     10.8999996      1.2057252
     11.0000000      1.2185497
     11.1000004      1.2291828
     11.1999998      1.2398078
     11.3000002      1.2504247
     11.3999996      1.2660578
     11.5000000      1.2822316
     11.7500000      1.2950422
     12.0000000      1.3192308
     12.2500000      1.3432792
     12.5000000      1.3656852
     12.7500000      1.3858473
     13.0000000      1.4041668
     13.2500000      1.4301082
     13.5000000      1.4527644
     13.7500000      1.4719552
     14.0000000      1.4869392
     14.2500000      1.5357572
     14.5000000      1.5859376
     14.7500000      1.6375101
     15.0000000      1.6905050
     15.2500000      1.7608374
     15.5000000      1.8331733
     15.7500000      1.9075421
     16.0000000      1.9846156
     16.2500000      2.0677085
     16.5000000      2.1530652
     16.7500000      2.2400441
     17.0000000      2.3286459
     17.2500000      2.4140327
     17.5000000      2.5002003
     17.7500000      2.5871196
     18.0000000      2.6733174
     18.2500000      2.7484674
     18.5000000      2.8231773
     18.7500000      2.8966346
     19.0000000      2.9702728
     19.2500000      3.0278649
     19.5000000      3.0851562
     19.7500000      3.1421177
     20.0000000      3.1979165
     20.8799992      3.3771060
     25.6399994      4.2610064
     31.4799995      5.0246925
     38.6599998      5.2367573
     47.4799995      4.6528878
     58.3100014      3.5485938
     71.6100006      2.2765441
     87.9400024      1.2814014
    108.0000000      0.6918750
    132.6000061      0.3573719
    162.8999939      0.1674685
    200.0000000      0.0818109
    204.3000031      0.0761951
    303.8999939      0.0202844
    452.0000000      0.0056065
    672.2999878      0.0018426
   1000.0000000      0.0002771
