# hdd   tau_V= 1.25
      0.0100000      0.0001284
      0.0150000      0.0002362
      0.0220000      0.0004380
      0.0330000      0.0008632
      0.0490000      0.0017013
      0.0730000      0.0030797
      0.1000000      0.0048037
      0.1230000      0.0058445
      0.1510000      0.0071689
      0.1850000      0.0090202
      0.2270000      0.0123868
      0.2790000      0.0146319
      0.3430000      0.0145253
      0.4210000      0.0138006
      0.5170000      0.0143998
      0.5500000      0.0149752
      0.6350000      0.0164703
      0.7800000      0.0196531
      0.9580000      0.0223687
      1.1770000      0.0269588
      1.4450001      0.0348919
      1.7740000      0.0482448
      2.1789999      0.0680588
      2.6760001      0.0920197
      3.2860000      0.1211844
      4.0359998      0.1538240
      4.9559999      0.1889277
      6.0000000      0.2268990
      6.2500000      0.2362781
      6.5000000      0.2451823
      6.7500000      0.2548558
      7.0000000      0.2638181
      7.2500000      0.2867177
      7.5000000      0.3088942
      7.7500000      0.3309896
      8.0000000      0.3535257
      8.2500000      0.4045673
      8.5000000      0.4546274
      8.6000004      0.4744472
      8.6999998      0.4949520
      8.8000002      0.5158014
      8.8999996      0.5369952
      9.0000000      0.5588943
      9.1000004      0.5829688
      9.1999998      0.6066988
      9.3000002      0.6304328
      9.3999996      0.6530289
      9.5000000      0.6752004
      9.6000004      0.6888463
      9.6999998      0.7022397
      9.8000002      0.7137981
      9.8999996      0.7250480
     10.0000000      0.7359775
     10.1000004      0.7441467
     10.1999998      0.7523317
     10.3000002      0.7605329
     10.3999996      0.7683334
     10.5000000      0.7761418
     10.6000004      0.7839584
     10.6999998      0.7917829
     10.8000002      0.7996154
     10.8999996      0.8078927
     11.0000000      0.8157453
     11.1000004      0.8218270
     11.1999998      0.8278846
     11.3000002      0.8339183
     11.3999996      0.8440385
     11.5000000      0.8542067
     11.7500000      0.8605369
     12.0000000      0.8750001
     12.2500000      0.8902845
     12.5000000      0.9039464
     12.7500000      0.9164063
     13.0000000      0.9281251
     13.2500000      0.9454429
     13.5000000      0.9600362
     13.7500000      0.9728566
     14.0000000      0.9826924
     14.2500000      1.0162261
     14.5000000      1.0503206
     14.7500000      1.0855669
     15.0000000      1.1213943
     15.2500000      1.1694112
     15.5000000      1.2190105
     15.7500000      1.2702224
     16.0000000      1.3237180
     16.2500000      1.3815105
     16.5000000      1.4411058
     16.7500000      1.5011920
     17.0000000      1.5631011
     17.2500000      1.6234076
     17.5000000      1.6840947
     17.7500000      1.7444211
     18.0000000      1.8050481
     18.2500000      1.8579026
     18.5000000      1.9092951
     18.7500000      1.9606372
     19.0000000      2.0118990
     19.2500000      2.0507112
     19.5000000      2.0898438
     19.7500000      2.1285057
     20.0000000      2.1658654
     20.8799992      2.2845864
     25.6399994      2.8444376
     31.4799995      3.2779057
     38.6599998      3.3161485
     47.4799995      2.8590720
     58.3100014      2.1256521
     71.6100006      1.3326461
     87.9400024      0.7360043
    108.0000000      0.3935337
    132.6000061      0.2032032
    162.8999939      0.0967871
    200.0000000      0.0482612
    204.3000031      0.0450835
    303.8999939      0.0125286
    452.0000000      0.0036127
    672.2999878      0.0013268
   1000.0000000      0.0001353
