# hdd   tau_V= 4.75
      0.0100000      0.0000173
      0.0150000      0.0000258
      0.0220000      0.0000432
      0.0330000      0.0000821
      0.0490000      0.0001528
      0.0730000      0.0001960
      0.1000000      0.0002335
      0.1230000      0.0002302
      0.1510000      0.0002659
      0.1850000      0.0003836
      0.2270000      0.0007900
      0.2790000      0.0010115
      0.3430000      0.0011179
      0.4210000      0.0013036
      0.5170000      0.0018209
      0.5500000      0.0020843
      0.6350000      0.0028341
      0.7800000      0.0044906
      0.9580000      0.0066515
      1.1770000      0.0104827
      1.4450001      0.0179004
      1.7740000      0.0321466
      2.1789999      0.0566662
      2.6760001      0.0924378
      3.2860000      0.1413928
      4.0359998      0.2027702
      4.9559999      0.2755981
      6.0000000      0.3572115
      6.2500000      0.3773538
      6.5000000      0.3963542
      6.7500000      0.4167368
      7.0000000      0.4358174
      7.2500000      0.4824620
      7.5000000      0.5270433
      7.7500000      0.5700722
      8.0000000      0.6131411
      8.2500000      0.6967549
      8.5000000      0.7706531
      8.6000004      0.7983254
      8.6999998      0.8253846
      8.8000002      0.8525000
      8.8999996      0.8789464
      9.0000000      0.9054087
      9.1000004      0.9326044
      9.1999998      0.9590705
      9.3000002      0.9840265
      9.3999996      1.0085417
      9.5000000      1.0318310
      9.6000004      1.0511540
      9.6999998      1.0706532
      9.8000002      1.0891505
      9.8999996      1.1074036
     10.0000000      1.1258013
     10.1000004      1.1431291
     10.1999998      1.1601682
     10.3000002      1.1769072
     10.3999996      1.1933333
     10.5000000      1.2098559
     10.6000004      1.2264745
     10.6999998      1.2427605
     10.8000002      1.2591347
     10.8999996      1.2751603
     11.0000000      1.2917068
     11.1000004      1.3065627
     11.1999998      1.3219231
     11.3000002      1.3368951
     11.3999996      1.3560338
     11.5000000      1.3753005
     11.7500000      1.3990786
     12.0000000      1.4331732
     12.2500000      1.4669573
     12.5000000      1.4983975
     12.7500000      1.5278548
     13.0000000      1.5552084
     13.2500000      1.5883014
     13.5000000      1.6188102
     13.7500000      1.6460336
     14.0000000      1.6686702
     14.2500000      1.7218751
     14.5000000      1.7764823
     14.7500000      1.8325220
     15.0000000      1.8900242
     15.2500000      1.9630710
     15.5000000      2.0374801
     15.7500000      2.1145134
     16.0000000      2.1935899
     16.2500000      2.2779949
     16.5000000      2.3639424
     16.7500000      2.4514325
     17.0000000      2.5404649
     17.2500000      2.6268933
     17.5000000      2.7140427
     17.7500000      2.8011720
     18.0000000      2.8889427
     18.2500000      2.9670875
     18.5000000      3.0447922
     18.7500000      3.1227465
     19.0000000      3.2001603
     19.2500000      3.2646337
     19.5000000      3.3296876
     19.7500000      3.3937404
     20.0000000      3.4575319
     20.8799992      3.6682210
     25.6399994      4.7612743
     31.4799995      5.8343940
     38.6599998      6.3751831
     47.4799995      5.9502177
     58.3100014      4.7470326
     71.6100006      3.1673658
     87.9400024      1.8384252
    108.0000000      1.0142308
    132.6000061      0.5308782
    162.8999939      0.2495059
    200.0000000      0.1216346
    204.3000031      0.1132817
    303.8999939      0.0298178
    452.0000000      0.0081092
    672.2999878      0.0025066
   1000.0000000      0.0004547
