# hdd   tau_V= 9.25
      0.0100000      0.0000009
      0.0150000      0.0000010
      0.0220000      0.0000016
      0.0330000      0.0000028
      0.0490000      0.0000049
      0.0730000      0.0000041
      0.1000000      0.0000036
      0.1230000      0.0000027
      0.1510000      0.0000029
      0.1850000      0.0000051
      0.2270000      0.0000172
      0.2790000      0.0000238
      0.3430000      0.0000295
      0.4210000      0.0000439
      0.5170000      0.0000878
      0.5500000      0.0001134
      0.6350000      0.0002023
      0.7800000      0.0004669
      0.9580000      0.0009887
      1.1770000      0.0022446
      1.4450001      0.0054529
      1.7740000      0.0132624
      2.1789999      0.0298914
      2.6760001      0.0593523
      3.2860000      0.1059261
      4.0359998      0.1717240
      4.9559999      0.2569337
      6.0000000      0.3552885
      6.2500000      0.3796074
      6.5000000      0.4033855
      6.7500000      0.4280950
      7.0000000      0.4518029
      7.2500000      0.4914664
      7.5000000      0.5300481
      7.7500000      0.5672777
      8.0000000      0.6032052
      8.2500000      0.6399039
      8.5000000      0.6647436
      8.6000004      0.6725641
      8.6999998      0.6793390
      8.8000002      0.6850321
      8.8999996      0.6903205
      9.0000000      0.6948318
      9.1000004      0.6967189
      9.1999998      0.6984776
      9.3000002      0.7004808
      9.3999996      0.7027404
      9.5000000      0.7056491
      9.6000004      0.7165385
      9.6999998      0.7282773
      9.8000002      0.7424600
      9.8999996      0.7571755
     10.0000000      0.7724359
     10.1000004      0.7902765
     10.1999998      0.8083173
     10.3000002      0.8261458
     10.3999996      0.8441667
     10.5000000      0.8623798
     10.6000004      0.8807853
     10.6999998      0.8989544
     10.8000002      0.9173078
     10.8999996      0.9354087
     11.0000000      0.9541267
     11.1000004      0.9743631
     11.1999998      0.9948077
     11.3000002      1.0150081
     11.3999996      1.0367789
     11.5000000      1.0573919
     11.7500000      1.1006211
     12.0000000      1.1490384
     12.2500000      1.1975162
     12.5000000      1.2454927
     12.7500000      1.2918570
     13.0000000      1.3369794
     13.2500000      1.3833935
     13.5000000      1.4295073
     13.7500000      1.4736080
     14.0000000      1.5161059
     14.2500000      1.5688702
     14.5000000      1.6231171
     14.7500000      1.6788763
     15.0000000      1.7355770
     15.2500000      1.7981071
     15.5000000      1.8623599
     15.7500000      1.9283655
     16.0000000      1.9955132
     16.2500000      2.0651042
     16.5000000      2.1352165
     16.7500000      2.2071614
     17.0000000      2.2809696
     17.2500000      2.3539066
     17.5000000      2.4279850
     17.7500000      2.5032053
     18.0000000      2.5795674
     18.2500000      2.6548779
     18.5000000      2.7305291
     18.7500000      2.8072419
     19.0000000      2.8857772
     19.2500000      2.9607673
     19.5000000      3.0367188
     19.7500000      3.1136320
     20.0000000      3.1915061
     20.8799992      3.4657791
     25.6399994      5.0160308
     31.4799995      6.8042712
     38.6599998      8.1811752
     47.4799995      8.3242178
     58.3100014      7.1369023
     71.6100006      5.0551620
     87.9400024      3.0680354
    108.0000000      1.7424520
    132.6000061      0.9286252
    162.8999939      0.4397517
    200.0000000      0.2145032
    204.3000031      0.1997982
    303.8999939      0.0521476
    452.0000000      0.0139801
    672.2999878      0.0040564
   1000.0000000      0.0008762
