# hdd   tau_V= 2.50
      0.0100000      0.0000672
      0.0150000      0.0001138
      0.0220000      0.0002033
      0.0330000      0.0003953
      0.0490000      0.0007682
      0.0730000      0.0012418
      0.1000000      0.0017640
      0.1230000      0.0019785
      0.1510000      0.0023793
      0.1850000      0.0031923
      0.2270000      0.0051066
      0.2790000      0.0061691
      0.3430000      0.0063089
      0.4210000      0.0063976
      0.5170000      0.0073470
      0.5500000      0.0078864
      0.6350000      0.0092960
      0.7800000      0.0121687
      0.9580000      0.0150762
      1.1770000      0.0198289
      1.4450001      0.0281879
      1.7740000      0.0427508
      2.1789999      0.0654136
      2.6760001      0.0950430
      3.2860000      0.1330988
      4.0359998      0.1785154
      4.9559999      0.2311212
      6.0000000      0.2906250
      6.2500000      0.3054888
      6.5000000      0.3195313
      6.7500000      0.3347957
      7.0000000      0.3488782
      7.2500000      0.3863181
      7.5000000      0.4221755
      7.7500000      0.4576723
      8.0000000      0.4935898
      8.2500000      0.5728065
      8.5000000      0.6483975
      8.6000004      0.6780769
      8.6999998      0.7079207
      8.8000002      0.7379167
      8.8999996      0.7687660
      9.0000000      0.7997596
      9.1000004      0.8334376
      9.1999998      0.8665546
      9.3000002      0.8987020
      9.3999996      0.9298319
      9.5000000      0.9595153
      9.6000004      0.9796155
      9.6999998      0.9991466
      9.8000002      1.0161219
      9.8999996      1.0328364
     10.0000000      1.0492789
     10.1000004      1.0621996
     10.1999998      1.0751683
     10.3000002      1.0881852
     10.3999996      1.1008334
     10.5000000      1.1131011
     10.6000004      1.1254008
     10.6999998      1.1377324
     10.8000002      1.1500962
     10.8999996      1.1624920
     11.0000000      1.1749201
     11.1000004      1.1847117
     11.1999998      1.1944873
     11.3000002      1.2046995
     11.3999996      1.2194712
     11.5000000      1.2347758
     11.7500000      1.2465546
     12.0000000      1.2692308
     12.2500000      1.2922376
     12.5000000      1.3131011
     12.7500000      1.3322116
     13.0000000      1.3500000
     13.2500000      1.3743689
     13.5000000      1.3965144
     13.7500000      1.4146636
     14.0000000      1.4286059
     14.2500000      1.4763821
     14.5000000      1.5249399
     14.7500000      1.5754608
     15.0000000      1.6268030
     15.2500000      1.6948518
     15.5000000      1.7654849
     15.7500000      1.8381312
     16.0000000      1.9128207
     16.2500000      1.9941407
     16.5000000      2.0777044
     16.7500000      2.1621997
     17.0000000      2.2489583
     17.2500000      2.3331735
     17.5000000      2.4174681
     17.7500000      2.5017827
     18.0000000      2.5860579
     18.2500000      2.6592650
     18.5000000      2.7327526
     18.7500000      2.8042369
     19.0000000      2.8758819
     19.2500000      2.9322317
     19.5000000      2.9882815
     19.7500000      3.0432096
     20.0000000      3.0977566
     20.8799992      3.2708654
     25.6399994      4.1202741
     31.4799995      4.8418159
     38.6599998      5.0199142
     47.4799995      4.4341297
     58.3100014      3.3640387
     71.6100006      2.1488738
     87.9400024      1.2049472
    108.0000000      0.6490385
    132.6000061      0.3347938
    162.8999939      0.1569609
    200.0000000      0.0767548
    204.3000031      0.0715377
    303.8999939      0.0191033
    452.0000000      0.0053023
    672.2999878      0.0017642
   1000.0000000      0.0002552
