# hdd   tau_V= 8.00
      0.0100000      0.0000021
      0.0150000      0.0000026
      0.0220000      0.0000039
      0.0330000      0.0000072
      0.0490000      0.0000127
      0.0730000      0.0000119
      0.1000000      0.0000112
      0.1230000      0.0000092
      0.1510000      0.0000101
      0.1850000      0.0000165
      0.2270000      0.0000485
      0.2790000      0.0000662
      0.3430000      0.0000802
      0.4210000      0.0001122
      0.5170000      0.0002046
      0.5500000      0.0002560
      0.6350000      0.0004254
      0.7800000      0.0008878
      0.9580000      0.0017076
      1.1770000      0.0035136
      1.4450001      0.0077750
      1.7740000      0.0174699
      2.1789999      0.0369016
      2.6760001      0.0695481
      3.2860000      0.1190122
      4.0359998      0.1866003
      4.9559999      0.2714284
      6.0000000      0.3680288
      6.2500000      0.3918770
      6.5000000      0.4148438
      6.7500000      0.4389123
      7.0000000      0.4618991
      7.2500000      0.5051182
      7.5000000      0.5465746
      7.7500000      0.5868390
      8.0000000      0.6259616
      8.2500000      0.6772536
      8.5000000      0.7165064
      8.6000004      0.7297596
      8.6999998      0.7420793
      8.8000002      0.7534295
      8.8999996      0.7641307
      9.0000000      0.7741587
      9.1000004      0.7820313
      9.1999998      0.7895193
      9.3000002      0.7969833
      9.3999996      0.8040465
      9.5000000      0.8114584
      9.6000004      0.8246154
      9.6999998      0.8382573
      9.8000002      0.8539664
      9.8999996      0.8698197
     10.0000000      0.8862180
     10.1000004      0.9043871
     10.1999998      0.9227403
     10.3000002      0.9412781
     10.3999996      0.9595833
     10.5000000      0.9776443
     10.6000004      0.9958735
     10.6999998      1.0138422
     10.8000002      1.0324039
     10.8999996      1.0506971
     11.0000000      1.0691507
     11.1000004      1.0886539
     11.1999998      1.1078848
     11.3000002      1.1272838
     11.3999996      1.1486779
     11.5000000      1.1693511
     11.7500000      1.2084236
     12.0000000      1.2538462
     12.2500000      1.2991086
     12.5000000      1.3431492
     12.7500000      1.3853366
     13.0000000      1.4260417
     13.2500000      1.4688603
     13.5000000      1.5106372
     13.7500000      1.5501804
     14.0000000      1.5867791
     14.2500000      1.6396636
     14.5000000      1.6939905
     14.7500000      1.7491988
     15.0000000      1.8064903
     15.2500000      1.8714244
     15.5000000      1.9381211
     15.7500000      2.0066109
     16.0000000      2.0769234
     16.2500000      2.1497395
     16.5000000      2.2237980
     16.7500000      2.2997699
     17.0000000      2.3770032
     17.2500000      2.4527347
     17.5000000      2.5296476
     17.7500000      2.6077423
     18.0000000      2.6862984
     18.2500000      2.7616286
     18.5000000      2.8380010
     18.7500000      2.9139125
     19.0000000      2.9915869
     19.2500000      3.0633414
     19.5000000      3.1359377
     19.7500000      3.2085841
     20.0000000      3.2820513
     20.8799992      3.5377212
     25.6399994      4.9523416
     31.4799995      6.5356307
     38.6599998      7.6746922
     47.4799995      7.6527257
     58.3100014      6.4524131
     71.6100006      4.5100532
     87.9400024      2.7104268
    108.0000000      1.5300001
    132.6000061      0.8122813
    162.8999939      0.3840159
    200.0000000      0.1873398
    204.3000031      0.1744244
    303.8999939      0.0455972
    452.0000000      0.0122616
    672.2999878      0.0036039
   1000.0000000      0.0007532
