# hdd   tau_V= 3.25
      0.0100000      0.0000436
      0.0150000      0.0000703
      0.0220000      0.0001228
      0.0330000      0.0002368
      0.0490000      0.0004553
      0.0730000      0.0006853
      0.1000000      0.0009191
      0.1230000      0.0009841
      0.1510000      0.0011688
      0.1850000      0.0016217
      0.2270000      0.0028402
      0.2790000      0.0034830
      0.3430000      0.0036361
      0.4210000      0.0038423
      0.5170000      0.0046915
      0.5500000      0.0051386
      0.6350000      0.0063322
      0.7800000      0.0088000
      0.9580000      0.0115336
      1.1770000      0.0160800
      1.4450001      0.0242975
      1.7740000      0.0390124
      2.1789999      0.0626113
      2.6760001      0.0946464
      3.2860000      0.1367850
      4.0359998      0.1885407
      4.9559999      0.2497856
      6.0000000      0.3194712
      6.2500000      0.3367889
      6.5000000      0.3533854
      6.7500000      0.3713041
      7.0000000      0.3875802
      7.2500000      0.4307593
      7.5000000      0.4720553
      7.7500000      0.5123198
      8.0000000      0.5528846
      8.2500000      0.6402344
      8.5000000      0.7216146
      8.6000004      0.7531891
      8.6999998      0.7846034
      8.8000002      0.8161860
      8.8999996      0.8482813
      9.0000000      0.8805289
      9.1000004      0.9147397
      9.1999998      0.9480129
      9.3000002      0.9806732
      9.3999996      1.0119312
      9.5000000      1.0421075
      9.6000004      1.0630771
      9.6999998      1.0838662
      9.8000002      1.1025001
      9.8999996      1.1208893
     10.0000000      1.1390225
     10.1000004      1.1540546
     10.1999998      1.1691587
     10.3000002      1.1835096
     10.3999996      1.1983334
     10.5000000      1.2123799
     10.6000004      1.2264745
     10.6999998      1.2406170
     10.8000002      1.2548078
     10.8999996      1.2690465
     11.0000000      1.2833334
     11.1000004      1.2950003
     11.1999998      1.3066669
     11.3000002      1.3187863
     11.3999996      1.3354808
     11.5000000      1.3527244
     11.7500000      1.3680089
     12.0000000      1.3947116
     12.2500000      1.4213142
     12.5000000      1.4458134
     12.7500000      1.4680891
     13.0000000      1.4885418
     13.2500000      1.5161059
     13.5000000      1.5403847
     13.7500000      1.5611981
     14.0000000      1.5778047
     14.2500000      1.6288160
     14.5000000      1.6812100
     14.7500000      1.7350160
     15.0000000      1.7896636
     15.2500000      1.8622597
     15.5000000      1.9368790
     15.7500000      2.0135520
     16.0000000      2.0929489
     16.2500000      2.1790366
     16.5000000      2.2661059
     16.7500000      2.3554690
     17.0000000      2.4457936
     17.2500000      2.5335944
     17.5000000      2.6221957
     17.7500000      2.7101464
     18.0000000      2.7987983
     18.2500000      2.8756912
     18.5000000      2.9528852
     18.7500000      3.0288460
     19.0000000      3.1042471
     19.2500000      3.1643729
     19.5000000      3.2242188
     19.7500000      3.2837541
     20.0000000      3.3421476
     20.8799992      3.5301926
     25.6399994      4.4705644
     31.4799995      5.3097277
     38.6599998      5.5914512
     47.4799995      5.0219235
     58.3100014      3.8709807
     71.6100006      2.5060632
     87.9400024      1.4209216
    108.0000000      0.7710578
    132.6000061      0.3992875
    162.8999939      0.1870478
    200.0000000      0.0911859
    204.3000031      0.0849613
    303.8999939      0.0224881
    452.0000000      0.0061788
    672.2999878      0.0019886
   1000.0000000      0.0003190
