# hdd   tau_V= 6.00
      0.0100000      0.0000077
      0.0150000      0.0000107
      0.0220000      0.0000174
      0.0330000      0.0000326
      0.0490000      0.0000592
      0.0730000      0.0000672
      0.1000000      0.0000729
      0.1230000      0.0000669
      0.1510000      0.0000757
      0.1850000      0.0001141
      0.2270000      0.0002702
      0.2790000      0.0003557
      0.3430000      0.0004084
      0.4210000      0.0005126
      0.5170000      0.0007958
      0.5500000      0.0009433
      0.6350000      0.0013875
      0.7800000      0.0024481
      0.9580000      0.0040109
      1.1770000      0.0069979
      1.4450001      0.0131995
      1.7740000      0.0258779
      2.1789999      0.0490013
      2.6760001      0.0846757
      3.2860000      0.1354685
      4.0359998      0.2013149
      4.9559999      0.2813562
      6.0000000      0.3711539
      6.2500000      0.3931290
      6.5000000      0.4143229
      6.7500000      0.4367488
      7.0000000      0.4574119
      7.2500000      0.5048278
      7.5000000      0.5495793
      7.7500000      0.5927384
      8.0000000      0.6355770
      8.2500000      0.7096455
      8.5000000      0.7720152
      8.6000004      0.7948799
      8.6999998      0.8166707
      8.8000002      0.8380449
      8.8999996      0.8589784
      9.0000000      0.8790866
      9.1000004      0.8990626
      9.1999998      0.9177885
      9.3000002      0.9359617
      9.3999996      0.9535577
      9.5000000      0.9705530
      9.6000004      0.9876925
      9.6999998      1.0045875
      9.8000002      1.0224038
      9.8999996      1.0403726
     10.0000000      1.0580930
     10.1000004      1.0763623
     10.1999998      1.0943750
     10.3000002      1.1121194
     10.3999996      1.1295834
     10.5000000      1.1471757
     10.6000004      1.1648960
     10.6999998      1.1823157
     10.8000002      1.1994233
     10.8999996      1.2170793
     11.0000000      1.2344151
     11.1000004      1.2518632
     11.1999998      1.2689743
     11.3000002      1.2857374
     11.3999996      1.3062502
     11.5000000      1.3260019
     11.7500000      1.3567109
     12.0000000      1.3956732
     12.2500000      1.4340745
     12.5000000      1.4708534
     12.7500000      1.5053786
     13.0000000      1.5375000
     13.2500000      1.5750301
     13.5000000      1.6096154
     13.7500000      1.6410757
     14.0000000      1.6686702
     14.2500000      1.7218751
     14.5000000      1.7764823
     14.7500000      1.8325220
     15.0000000      1.8900242
     15.2500000      1.9600163
     15.5000000      2.0312703
     15.7500000      2.1050484
     16.0000000      2.1807692
     16.2500000      2.2610676
     16.5000000      2.3427885
     16.7500000      2.4252608
     17.0000000      2.5098159
     17.2500000      2.5916471
     17.5000000      2.6747797
     17.7500000      2.7585037
     18.0000000      2.8420677
     18.2500000      2.9188304
     18.5000000      2.9951324
     18.7500000      3.0724158
     19.0000000      3.1491590
     19.2500000      3.2160459
     19.5000000      3.2835939
     19.7500000      3.3502207
     20.0000000      3.4174678
     20.8799992      3.6439617
     25.6399994      4.8496170
     31.4799995      6.1080785
     38.6599998      6.8708243
     47.4799995      6.5950785
     58.3100014      5.3894711
     71.6100006      3.6694393
     87.9400024      2.1646771
    108.0000000      1.2067790
    132.6000061      0.6359063
    162.8999939      0.2996942
    200.0000000      0.1461539
    204.3000031      0.1361182
    303.8999939      0.0357107
    452.0000000      0.0096629
    672.2999878      0.0029171
   1000.0000000      0.0005665
