# hdd   tau_V= 7.00
      0.0100000      0.0000040
      0.0150000      0.0000052
      0.0220000      0.0000083
      0.0330000      0.0000154
      0.0490000      0.0000273
      0.0730000      0.0000282
      0.1000000      0.0000284
      0.1230000      0.0000247
      0.1510000      0.0000275
      0.1850000      0.0000430
      0.2270000      0.0001135
      0.2790000      0.0001524
      0.3430000      0.0001800
      0.4210000      0.0002392
      0.5170000      0.0004035
      0.5500000      0.0004916
      0.6350000      0.0007691
      0.7800000      0.0014778
      0.9580000      0.0026261
      1.1770000      0.0049843
      1.4450001      0.0102065
      1.7740000      0.0214714
      2.1789999      0.0429951
      2.6760001      0.0776104
      3.2860000      0.1283857
      4.0359998      0.1958172
      4.9559999      0.2789735
      6.0000000      0.3728366
      6.2500000      0.3958834
      6.5000000      0.4179688
      6.7500000      0.4413462
      7.0000000      0.4633013
      7.2500000      0.5086038
      7.5000000      0.5522836
      7.7500000      0.5942909
      8.0000000      0.6355770
      8.2500000      0.6987380
      8.5000000      0.7495393
      8.6000004      0.7676603
      8.6999998      0.7846034
      8.8000002      0.8010257
      8.8999996      0.8165464
      9.0000000      0.8314905
      9.1000004      0.8451043
      9.1999998      0.8580770
      9.3000002      0.8707573
      9.3999996      0.8827565
      9.5000000      0.8948118
      9.6000004      0.9096155
      9.6999998      0.9253086
      9.8000002      0.9419150
      9.8999996      0.9586658
     10.0000000      0.9759616
     10.1000004      0.9942188
     10.1999998      1.0126443
     10.3000002      1.0308254
     10.3999996      1.0487500
     10.5000000      1.0668269
     10.6000004      1.0846316
     10.6999998      1.1025801
     10.8000002      1.1206732
     10.8999996      1.1389103
     11.0000000      1.1568509
     11.1000004      1.1753727
     11.1999998      1.1935898
     11.3000002      1.2123959
     11.3999996      1.2327164
     11.5000000      1.2532053
     11.7500000      1.2884517
     12.0000000      1.3307693
     12.2500000      1.3732171
     12.5000000      1.4132613
     12.7500000      1.4517430
     13.0000000      1.4885418
     13.2500000      1.5288463
     13.5000000      1.5668873
     13.7500000      1.6025141
     14.0000000      1.6344552
     14.2500000      1.6876203
     14.5000000      1.7416267
     14.7500000      1.7976563
     15.0000000      1.8545675
     15.2500000      1.9221355
     15.5000000      1.9909058
     15.7500000      2.0621395
     16.0000000      2.1346157
     16.2500000      2.2109373
     16.5000000      2.2892430
     16.7500000      2.3682191
     17.0000000      2.4485178
     17.2500000      2.5273743
     17.5000000      2.6074719
     17.7500000      2.6881011
     18.0000000      2.7692313
     18.2500000      2.8449819
     18.5000000      2.9210141
     18.7500000      2.9972959
     19.0000000      3.0745597
     19.2500000      3.1435497
     19.5000000      3.2132814
     19.7500000      3.2837541
     20.0000000      3.3533654
     20.8799992      3.5937693
     25.6399994      4.9030342
     31.4799995      6.3212247
     38.6599998      7.2704349
     47.4799995      7.1200981
     58.3100014      5.9151015
     71.6100006      4.0825734
     87.9400024      2.4324431
    108.0000000      1.3651445
    132.6000061      0.7225001
    162.8999939      0.3409413
    200.0000000      0.1662660
    204.3000031      0.1548620
    303.8999939      0.0405444
    452.0000000      0.0109324
    672.2999878      0.0032511
   1000.0000000      0.0006579
