# hdd   tau_V= 0.25
      0.0100000      0.0001960
      0.0150000      0.0003851
      0.0220000      0.0007348
      0.0330000      0.0014649
      0.0490000      0.0028996
      0.0730000      0.0056593
      0.1000000      0.0094511
      0.1230000      0.0122704
      0.1510000      0.0152633
      0.1850000      0.0180775
      0.2270000      0.0220725
      0.2790000      0.0257650
      0.3430000      0.0251341
      0.4210000      0.0229391
      0.5170000      0.0224323
      0.5500000      0.0228285
      0.6350000      0.0239728
      0.7800000      0.0268844
      0.9580000      0.0288897
      1.1770000      0.0327400
      1.4450001      0.0395407
      1.7740000      0.0508461
      2.1789999      0.0670287
      2.6760001      0.0849973
      3.2860000      0.1055838
      4.0359998      0.1264969
      4.9559999      0.1459995
      6.0000000      0.1644471
      6.2500000      0.1687700
      6.5000000      0.1729427
      6.7500000      0.1772416
      7.0000000      0.1813943
      7.2500000      0.1885697
      7.5000000      0.1956430
      7.7500000      0.2026923
      8.0000000      0.2099039
      8.2500000      0.2236358
      8.5000000      0.2374279
      8.6000004      0.2430120
      8.6999998      0.2487308
      8.8000002      0.2545865
      8.8999996      0.2606174
      9.0000000      0.2667909
      9.1000004      0.2736198
      9.1999998      0.2803493
      9.3000002      0.2870481
      9.3999996      0.2936370
      9.5000000      0.3000340
      9.6000004      0.3042693
      9.6999998      0.3083714
      9.8000002      0.3119824
      9.8999996      0.3155228
     10.0000000      0.3190305
     10.1000004      0.3217757
     10.1999998      0.3245120
     10.3000002      0.3272396
     10.3999996      0.3299583
     10.5000000      0.3326262
     10.6000004      0.3353269
     10.6999998      0.3380188
     10.8000002      0.3407452
     10.8999996      0.3435072
     11.0000000      0.3462620
     11.1000004      0.3485205
     11.1999998      0.3508526
     11.3000002      0.3531703
     11.3999996      0.3564327
     11.5000000      0.3597897
     11.7500000      0.3633744
     12.0000000      0.3690866
     12.2500000      0.3749109
     12.5000000      0.3805088
     12.7500000      0.3858714
     13.0000000      0.3909375
     13.2500000      0.3973939
     13.5000000      0.4033234
     13.7500000      0.4086438
     14.0000000      0.4133815
     14.2500000      0.4236178
     14.5000000      0.4341286
     14.7500000      0.4448047
     15.0000000      0.4557091
     15.2500000      0.4695363
     15.5000000      0.4837540
     15.7500000      0.4983714
     16.0000000      0.5133334
     16.2500000      0.5294271
     16.5000000      0.5458354
     16.7500000      0.5624940
     17.0000000      0.5793350
     17.2500000      0.5955951
     17.5000000      0.6118690
     17.7500000      0.6281481
     18.0000000      0.6442068
     18.2500000      0.6581261
     18.5000000      0.6718851
     18.7500000      0.6853967
     19.0000000      0.6987220
     19.2500000      0.7089183
     19.5000000      0.7190624
     19.7500000      0.7289143
     20.0000000      0.7385416
     20.8799992      0.7683606
     25.6399994      0.8998654
     31.4799995      0.9937137
     38.6599998      0.9891137
     47.4799995      0.8695155
     58.3100014      0.6704716
     71.6100006      0.4323569
     87.9400024      0.2439842
    108.0000000      0.1350433
    132.6000061      0.0736313
    162.8999939      0.0387149
    200.0000000      0.0211378
    204.3000031      0.0199307
    303.8999939      0.0063739
    452.0000000      0.0020445
    672.2999878      0.0009177
   1000.0000000      0.0000277
