# norm   tau_V= 3.00
      0.0100000      0.0000390
      0.0150000      0.0000639
      0.0220000      0.0001125
      0.0330000      0.0002174
      0.0490000      0.0004195
      0.0730000      0.0006466
      0.1000000      0.0008838
      0.1230000      0.0009609
      0.1510000      0.0011458
      0.1850000      0.0015735
      0.2270000      0.0026738
      0.2790000      0.0032617
      0.3430000      0.0033819
      0.4210000      0.0035252
      0.5170000      0.0042151
      0.5500000      0.0045877
      0.6350000      0.0055690
      0.7800000      0.0075875
      0.9580000      0.0097642
      1.1770000      0.0133874
      1.4450001      0.0221324
      1.7740000      0.0411730
      2.1789999      0.0722143
      2.6760001      0.1113928
      3.2860000      0.1571909
      4.0359998      0.2140891
      4.9559999      0.2900928
      6.0000000      0.3766827
      6.2500000      0.3988882
      6.5000000      0.4223959
      6.7500000      0.4470253
      7.0000000      0.4683494
      7.2500000      0.5045373
      7.5000000      0.5429688
      7.7500000      0.5821815
      8.0000000      0.6259616
      8.2500000      0.6993991
      8.5000000      0.7689503
      8.6000004      0.7962580
      8.6999998      0.8239904
      8.8000002      0.8514424
      8.8999996      0.8793029
      9.0000000      0.9072115
      9.1000004      0.9366148
      9.1999998      0.9653366
      9.3000002      0.9937141
      9.3999996      1.0209696
      9.5000000      1.0478166
      9.6000004      1.0684617
      9.6999998      1.0889183
      9.8000002      1.1076041
      9.8999996      1.1264423
     10.0000000      1.1454327
     10.1000004      1.1617428
     10.1999998      1.1781491
     10.3000002      1.1946516
     10.3999996      1.2104166
     10.5000000      1.2258413
     10.6000004      1.2417630
     10.6999998      1.2573358
     10.8000002      1.2729809
     10.8999996      1.2882612
     11.0000000      1.3036059
     11.1000004      1.3176804
     11.1999998      1.3313462
     11.3000002      1.3454969
     11.3999996      1.3633413
     11.5000000      1.3812902
     11.7500000      1.4056692
     12.0000000      1.4389423
     12.2500000      1.4718651
     12.5000000      1.5034055
     12.7500000      1.5329628
     13.0000000      1.5598959
     13.2500000      1.5914866
     13.5000000      1.6209737
     13.7500000      1.6476865
     14.0000000      1.6697918
     14.2500000      1.7184496
     14.5000000      1.7683494
     14.7500000      1.8177483
     15.0000000      1.8683895
     15.2500000      1.9313003
     15.5000000      1.9964944
     15.7500000      2.0640326
     16.0000000      2.1333337
     16.2500000      2.2083333
     16.5000000      2.2846155
     16.7500000      2.3628509
     17.0000000      2.4417069
     17.2500000      2.5190806
     17.5000000      2.5969553
     17.7500000      2.6745894
     18.0000000      2.7526445
     18.2500000      2.8215847
     18.5000000      2.8906250
     18.7500000      2.9589846
     19.0000000      3.0281253
     19.2500000      3.0833936
     19.5000000      3.1390626
     19.7500000      3.1935499
     20.0000000      3.2483976
     20.8799992      3.4214423
     25.6399994      4.2651157
     31.4799995      4.9893785
     38.6599998      5.2259154
     47.4799995      4.6700082
     58.3100014      3.6420393
     71.6100006      2.4865539
     87.9400024      1.4755318
    108.0000000      0.8017789
    132.6000061      0.4185719
    162.8999939      0.2010797
    200.0000000      0.0987981
    204.3000031      0.0918368
    303.8999939      0.0237544
    452.0000000      0.0060719
    672.2999878      0.0015480
   1000.0000000      0.0002486
