# norm   tau_V= 5.75
      0.0100000      0.0000070
      0.0150000      0.0000099
      0.0220000      0.0000161
      0.0330000      0.0000302
      0.0490000      0.0000551
      0.0730000      0.0000641
      0.1000000      0.0000709
      0.1230000      0.0000660
      0.1510000      0.0000750
      0.1850000      0.0001121
      0.2270000      0.0002576
      0.2790000      0.0003372
      0.3430000      0.0003844
      0.4210000      0.0004755
      0.5170000      0.0007229
      0.5500000      0.0008510
      0.6350000      0.0012318
      0.7800000      0.0021269
      0.9580000      0.0034140
      1.1770000      0.0058614
      1.4450001      0.0119954
      1.7740000      0.0264750
      2.1789999      0.0532965
      2.6760001      0.0925343
      3.2860000      0.1442891
      4.0359998      0.2118253
      4.9559999      0.3012120
      6.0000000      0.4033654
      6.2500000      0.4294371
      6.5000000      0.4562500
      6.7500000      0.4840746
      7.0000000      0.5095754
      7.2500000      0.5486879
      7.5000000      0.5895433
      7.7500000      0.6309295
      8.0000000      0.6753206
      8.2500000      0.7354267
      8.5000000      0.7873398
      8.6000004      0.8069392
      8.6999998      0.8260818
      8.8000002      0.8443912
      8.8999996      0.8621875
      9.0000000      0.8798078
      9.1000004      0.8965105
      9.1999998      0.9126283
      9.3000002      0.9285097
      9.3999996      0.9441427
      9.5000000      0.9595153
      9.6000004      0.9765386
      9.6999998      0.9940947
      9.8000002      1.0121956
      9.8999996      1.0308534
     10.0000000      1.0492789
     10.1000004      1.0686738
     10.1999998      1.0878366
     10.3000002      1.1067550
     10.3999996      1.1258334
     10.5000000      1.1446515
     10.6000004      1.1636219
     10.6999998      1.1823157
     10.8000002      1.2011539
     10.8999996      1.2196996
     11.0000000      1.2383815
     11.1000004      1.2576444
     11.1999998      1.2766026
     11.3000002      1.2956972
     11.3999996      1.3167549
     11.5000000      1.3375202
     11.7500000      1.3760117
     12.0000000      1.4211539
     12.2500000      1.4659756
     12.5000000      1.5094151
     12.7500000      1.5508416
     13.0000000      1.5901043
     13.2500000      1.6318310
     13.5000000      1.6723559
     13.7500000      1.7104869
     14.0000000      1.7449521
     14.2500000      1.7978066
     14.5000000      1.8525842
     14.7500000      1.9069813
     15.0000000      1.9627404
     15.2500000      2.0272236
     15.5000000      2.0939903
     15.7500000      2.1624701
     16.0000000      2.2333333
     16.2500000      2.3072917
     16.5000000      2.3837743
     16.7500000      2.4608274
     17.0000000      2.5391026
     17.2500000      2.6165268
     17.5000000      2.6944110
     17.7500000      2.7734375
     18.0000000      2.8521638
     18.2500000      2.9254107
     18.5000000      2.9995794
     18.7500000      3.0739183
     19.0000000      3.1483979
     19.2500000      3.2145033
     19.5000000      3.2812498
     19.7500000      3.3470554
     20.0000000      3.4126606
     20.8799992      3.6347601
     25.6399994      4.7900372
     31.4799995      5.9441204
     38.6599998      6.6059661
     47.4799995      6.2526751
     58.3100014      5.0974531
     71.6100006      3.5604177
     87.9400024      2.1470609
    108.0000000      1.1899039
    132.6000061      0.6274064
    162.8999939      0.2996942
    200.0000000      0.1465545
    204.3000031      0.1362819
    303.8999939      0.0351263
    452.0000000      0.0090418
    672.2999878      0.0023293
   1000.0000000      0.0004575
