# norm   tau_V= 1.25
      0.0100000      0.0000986
      0.0150000      0.0001813
      0.0220000      0.0003362
      0.0330000      0.0006626
      0.0490000      0.0013059
      0.0730000      0.0023634
      0.1000000      0.0036879
      0.1230000      0.0044854
      0.1510000      0.0055028
      0.1850000      0.0069256
      0.2270000      0.0095038
      0.2790000      0.0112338
      0.3430000      0.0111461
      0.4210000      0.0105942
      0.5170000      0.0110546
      0.5500000      0.0114958
      0.6350000      0.0126440
      0.7800000      0.0150906
      0.9580000      0.0171834
      1.1770000      0.0207343
      1.4450001      0.0302373
      1.7740000      0.0508959
      2.1789999      0.0824371
      2.6760001      0.1182543
      3.2860000      0.1557427
      4.0359998      0.2000213
      4.9559999      0.2595149
      6.0000000      0.3252404
      6.2500000      0.3422977
      6.5000000      0.3609375
      6.7500000      0.3802284
      7.0000000      0.3965545
      7.2500000      0.4191406
      7.5000000      0.4450121
      7.7500000      0.4725762
      8.0000000      0.5048077
      8.2500000      0.5559495
      8.5000000      0.6061699
      8.6000004      0.6267389
      8.6999998      0.6476202
      8.8000002      0.6684616
      8.8999996      0.6896074
      9.0000000      0.7114183
      9.1000004      0.7346355
      9.1999998      0.7574520
      9.3000002      0.7802165
      9.3999996      0.8021635
      9.5000000      0.8240185
      9.6000004      0.8396155
      9.6999998      0.8549680
      9.8000002      0.8692788
      9.8999996      0.8829086
     10.0000000      0.8966347
     10.1000004      0.9080289
     10.1999998      0.9194712
     10.3000002      0.9305490
     10.3999996      0.9416666
     10.5000000      0.9524039
     10.6000004      0.9631732
     10.6999998      0.9735457
     10.8000002      0.9843751
     10.8999996      0.9947997
     11.0000000      1.0052485
     11.1000004      1.0143871
     11.1999998      1.0239744
     11.3000002      1.0335698
     11.3999996      1.0454568
     11.5000000      1.0583134
     11.7500000      1.0747297
     12.0000000      1.0980771
     12.2500000      1.1214442
     12.5000000      1.1443310
     12.7500000      1.1651744
     13.0000000      1.1843752
     13.2500000      1.2060897
     13.5000000      1.2272236
     13.7500000      1.2455429
     14.0000000      1.2620194
     14.2500000      1.2954026
     14.5000000      1.3297477
     14.7500000      1.3644933
     15.0000000      1.3984376
     15.2500000      1.4412962
     15.5000000      1.4860379
     15.7500000      1.5314604
     16.0000000      1.5794874
     16.2500000      1.6308594
     16.5000000      1.6843749
     16.7500000      1.7380810
     17.0000000      1.7933093
     17.2500000      1.8466347
     17.5000000      1.9000403
     17.7500000      1.9542068
     18.0000000      2.0084136
     18.2500000      2.0560496
     18.5000000      2.1027446
     18.7500000      2.1499398
     19.0000000      2.1968753
     19.2500000      2.2342651
     19.5000000      2.2710936
     19.7500000      2.3065405
     20.0000000      2.3429487
     20.8799992      2.4535675
     25.6399994      2.9615436
     31.4799995      3.3447499
     38.6599998      3.3982391
     47.4799995      2.9522822
     58.3100014      2.2779684
     71.6100006      1.5839698
     87.9400024      0.9540927
    108.0000000      0.5153365
    132.6000061      0.2704063
    162.8999939      0.1332047
    200.0000000      0.0665865
    204.3000031      0.0619694
    303.8999939      0.0163030
    452.0000000      0.0041488
    672.2999878      0.0010459
   1000.0000000      0.0001111
