# norm   tau_V= 9.75
      0.0100000      0.0000005
      0.0150000      0.0000006
      0.0220000      0.0000008
      0.0330000      0.0000015
      0.0490000      0.0000026
      0.0730000      0.0000021
      0.1000000      0.0000018
      0.1230000      0.0000013
      0.1510000      0.0000014
      0.1850000      0.0000025
      0.2270000      0.0000089
      0.2790000      0.0000124
      0.3430000      0.0000155
      0.4210000      0.0000235
      0.5170000      0.0000486
      0.5500000      0.0000634
      0.6350000      0.0001162
      0.7800000      0.0002781
      0.9580000      0.0006114
      1.1770000      0.0014496
      1.4450001      0.0039934
      1.7740000      0.0111586
      2.1789999      0.0272375
      2.6760001      0.0556857
      3.2860000      0.0996595
      4.0359998      0.1634774
      4.9559999      0.2523669
      6.0000000      0.3588942
      6.2500000      0.3861178
      6.5000000      0.4143229
      6.7500000      0.4435096
      7.0000000      0.4714344
      7.2500000      0.5019231
      7.5000000      0.5354568
      7.7500000      0.5694512
      8.0000000      0.6044872
      8.2500000      0.6227164
      8.5000000      0.6340946
      8.6000004      0.6370754
      8.6999998      0.6399519
      8.8000002      0.6416667
      8.8999996      0.6428967
      9.0000000      0.6439904
      9.1000004      0.6416668
      9.1999998      0.6402404
      9.3000002      0.6390024
      9.3999996      0.6387179
      9.5000000      0.6390426
      9.6000004      0.6496155
      9.6999998      0.6606571
      9.8000002      0.6745353
      9.8999996      0.6889543
     10.0000000      0.7039263
     10.1000004      0.7227003
     10.1999998      0.7412981
     10.3000002      0.7601203
     10.3999996      0.7787500
     10.5000000      0.7975962
     10.6000004      0.8166588
     10.6999998      0.8359376
     10.8000002      0.8554327
     10.8999996      0.8747076
     11.0000000      0.8941908
     11.1000004      0.9165506
     11.1999998      0.9387180
     11.3000002      0.9611340
     11.3999996      0.9837981
     11.5000000      1.0057894
     11.7500000      1.0563703
     12.0000000      1.1115384
     12.2500000      1.1670873
     12.5000000      1.2224560
     12.7500000      1.2775540
     13.0000000      1.3317708
     13.2500000      1.3855171
     13.5000000      1.4392428
     13.7500000      1.4928888
     14.0000000      1.5452726
     14.2500000      1.6002704
     14.5000000      1.6568110
     14.7500000      1.7143332
     15.0000000      1.7728366
     15.2500000      1.8329329
     15.5000000      1.8952725
     15.7500000      1.9586540
     16.0000000      2.0243592
     16.2500000      2.0904946
     16.5000000      2.1590145
     16.7500000      2.2279649
     17.0000000      2.2993593
     17.2500000      2.3704929
     17.5000000      2.4434097
     17.7500000      2.5174279
     18.0000000      2.5932696
     18.2500000      2.6687701
     18.5000000      2.7460938
     18.7500000      2.8245194
     19.0000000      2.9048078
     19.2500000      2.9846759
     19.5000000      3.0648439
     19.7500000      3.1452827
     20.0000000      3.2275641
     20.8799992      3.5184808
     25.6399994      5.1351910
     31.4799995      6.9417439
     38.6599998      8.2895966
     47.4799995      8.3565559
     58.3100014      7.1439099
     71.6100006      5.1354938
     87.9400024      3.1592872
    108.0000000      1.7848561
    132.6000061      0.9493439
    162.8999939      0.4527393
    200.0000000      0.2209135
    204.3000031      0.2054459
    303.8999939      0.0528416
    452.0000000      0.0136759
    672.2999878      0.0035500
   1000.0000000      0.0007881
