# norm   tau_V= 0.50
      0.0100000      0.0001367
      0.0150000      0.0002644
      0.0220000      0.0005010
      0.0330000      0.0009956
      0.0490000      0.0019710
      0.0730000      0.0037816
      0.1000000      0.0062179
      0.1230000      0.0079438
      0.1510000      0.0098489
      0.1850000      0.0118516
      0.2270000      0.0148878
      0.2790000      0.0174151
      0.3430000      0.0170538
      0.4210000      0.0156897
      0.5170000      0.0155742
      0.5500000      0.0159315
      0.6350000      0.0169003
      0.7800000      0.0192250
      0.9580000      0.0209371
      1.1770000      0.0240823
      1.4450001      0.0334446
      1.7740000      0.0541226
      2.1789999      0.0849251
      2.6760001      0.1181471
      3.2860000      0.1510033
      4.0359998      0.1885407
      4.9559999      0.2394606
      6.0000000      0.2942308
      6.2500000      0.3084936
      6.5000000      0.3244792
      6.7500000      0.3410156
      7.0000000      0.3544872
      7.2500000      0.3685998
      7.5000000      0.3864183
      7.7500000      0.4058194
      8.0000000      0.4304487
      8.2500000      0.4627404
      8.5000000      0.4948117
      8.6000004      0.5078687
      8.6999998      0.5217909
      8.8000002      0.5351924
      8.8999996      0.5487620
      9.0000000      0.5625001
      9.1000004      0.5775001
      9.1999998      0.5919552
      9.3000002      0.6062140
      9.3999996      0.6202645
      9.5000000      0.6340947
      9.6000004      0.6450001
      9.6999998      0.6552163
      9.8000002      0.6651123
      9.8999996      0.6746754
     10.0000000      0.6838942
     10.1000004      0.6923518
     10.1999998      0.7004327
     10.3000002      0.7085377
     10.3999996      0.7162501
     10.5000000      0.7235578
     10.6000004      0.7312981
     10.6999998      0.7386258
     10.8000002      0.7463943
     10.8999996      0.7537420
     11.0000000      0.7606571
     11.1000004      0.7675722
     11.1999998      0.7744873
     11.3000002      0.7814023
     11.3999996      0.7896875
     11.5000000      0.7979969
     11.7500000      0.8120493
     12.0000000      0.8298077
     12.2500000      0.8470954
     12.5000000      0.8638822
     12.7500000      0.8801382
     13.0000000      0.8947918
     13.2500000      0.9093450
     13.5000000      0.9243391
     13.7500000      0.9381511
     14.0000000      0.9501604
     14.2500000      0.9705529
     14.5000000      0.9916466
     14.7500000      1.0116988
     15.0000000      1.0312500
     15.2500000      1.0545473
     15.5000000      1.0786660
     15.7500000      1.1036359
     16.0000000      1.1294873
     16.2500000      1.1575521
     16.5000000      1.1865987
     16.7500000      1.2159857
     17.0000000      1.2450321
     17.2500000      1.2737081
     17.5000000      1.3026843
     17.7500000      1.3312500
     18.0000000      1.3600962
     18.2500000      1.3848358
     18.5000000      1.4104768
     18.7500000      1.4347957
     19.0000000      1.4607774
     19.2500000      1.4807693
     19.5000000      1.5007814
     19.7500000      1.5200222
     20.0000000      1.5392629
     20.8799992      1.5969520
     25.6399994      1.8459568
     31.4799995      2.0204713
     38.6599998      2.0383241
     47.4799995      1.7782173
     58.3100014      1.4138309
     71.6100006      1.0463209
     87.9400024      0.6581407
    108.0000000      0.3588318
    132.6000061      0.1915688
    162.8999939      0.0977008
    200.0000000      0.0499760
    204.3000031      0.0465732
    303.8999939      0.0125286
    452.0000000      0.0031890
    672.2999878      0.0007970
   1000.0000000      0.0000453
