# norm   tau_V= 6.50
      0.0100000      0.0000043
      0.0150000      0.0000058
      0.0220000      0.0000093
      0.0330000      0.0000173
      0.0490000      0.0000311
      0.0730000      0.0000336
      0.1000000      0.0000352
      0.1230000      0.0000315
      0.1510000      0.0000353
      0.1850000      0.0000542
      0.2270000      0.0001354
      0.2790000      0.0001800
      0.3430000      0.0002096
      0.4210000      0.0002705
      0.5170000      0.0004375
      0.5500000      0.0005258
      0.6350000      0.0007973
      0.7800000      0.0014669
      0.9580000      0.0025005
      1.1770000      0.0045642
      1.4450001      0.0098881
      1.7740000      0.0228289
      2.1789999      0.0476744
      2.6760001      0.0854047
      3.2860000      0.1367850
      4.0359998      0.2050340
      4.9559999      0.2960495
      6.0000000      0.4007212
      6.2500000      0.4274339
      6.5000000      0.4546875
      6.7500000      0.4832633
      7.0000000      0.5092949
      7.2500000      0.5475261
      7.5000000      0.5877404
      7.7500000      0.6284456
      8.0000000      0.6714745
      8.2500000      0.7245193
      8.5000000      0.7689503
      8.6000004      0.7852325
      8.6999998      0.8009856
      8.8000002      0.8158334
      8.8999996      0.8304527
      9.0000000      0.8444712
      9.1000004      0.8571355
      9.1999998      0.8691347
      9.3000002      0.8811900
      9.3999996      0.8929247
      9.5000000      0.9050882
      9.6000004      0.9207694
      9.6999998      0.9369673
      9.8000002      0.9544792
      9.8999996      0.9721514
     10.0000000      0.9903846
     10.1000004      1.0100000
     10.1999998      1.0293990
     10.3000002      1.0485698
     10.3999996      1.0679166
     10.5000000      1.0870193
     10.6000004      1.1062902
     10.6999998      1.1253004
     10.8000002      1.1444713
     10.8999996      1.1638020
     11.0000000      1.1828527
     11.1000004      1.2029449
     11.1999998      1.2227566
     11.3000002      1.2427285
     11.3999996      1.2642308
     11.5000000      1.2859175
     11.7500000      1.3275242
     12.0000000      1.3750001
     12.2500000      1.4222956
     12.5000000      1.4683493
     12.7500000      1.5130409
     13.0000000      1.5552084
     13.2500000      1.5994492
     13.5000000      1.6426083
     13.7500000      1.6834937
     14.0000000      1.7213943
     14.2500000      1.7743990
     14.5000000      1.8293471
     14.7500000      1.8845254
     15.0000000      1.9405049
     15.2500000      2.0046177
     15.5000000      2.0703928
     15.7500000      2.1378610
     16.0000000      2.2070513
     16.2500000      2.2799480
     16.5000000      2.3540263
     16.7500000      2.4292867
     17.0000000      2.5064106
     17.2500000      2.5819714
     17.5000000      2.6586542
     17.7500000      2.7364583
     18.0000000      2.8146636
     18.2500000      2.8888524
     18.5000000      2.9625204
     18.7500000      3.0378609
     19.0000000      3.1133816
     19.2500000      3.1821117
     19.5000000      3.2507813
     19.7500000      3.3193612
     20.0000000      3.3878207
     20.8799992      3.6230481
     25.6399994      4.8619442
     31.4799995      6.1358256
     38.6599998      6.9234862
     47.4799995      6.6445370
     58.3100014      5.4735718
     71.6100006      3.8473167
     87.9400024      2.3299167
    108.0000000      1.2972116
    132.6000061      0.6853126
    162.8999939      0.3271706
    200.0000000      0.1598558
    204.3000031      0.1487232
    303.8999939      0.0383041
    452.0000000      0.0098748
    672.2999878      0.0025489
   1000.0000000      0.0005168
