# norm   tau_V= 8.50
      0.0100000      0.0000011
      0.0150000      0.0000014
      0.0220000      0.0000021
      0.0330000      0.0000038
      0.0490000      0.0000067
      0.0730000      0.0000060
      0.1000000      0.0000055
      0.1230000      0.0000044
      0.1510000      0.0000048
      0.1850000      0.0000080
      0.2270000      0.0000247
      0.2790000      0.0000340
      0.3430000      0.0000415
      0.4210000      0.0000595
      0.5170000      0.0001125
      0.5500000      0.0001426
      0.6350000      0.0002436
      0.7800000      0.0005287
      0.9580000      0.0010574
      1.1770000      0.0022748
      1.4450001      0.0057325
      1.7740000      0.0149184
      2.1789999      0.0343262
      2.6760001      0.0667499
      3.2860000      0.1144571
      4.0359998      0.1812643
      4.9559999      0.2722226
      6.0000000      0.3793270
      6.2500000      0.4064003
      6.5000000      0.4346354
      6.7500000      0.4637921
      7.0000000      0.4910657
      7.2500000      0.5248699
      7.5000000      0.5612981
      7.7500000      0.5980169
      8.0000000      0.6362180
      8.2500000      0.6676683
      8.5000000      0.6909656
      8.6000004      0.6990947
      8.6999998      0.7061779
      8.8000002      0.7125321
      8.8999996      0.7181330
      9.0000000      0.7236779
      9.1000004      0.7262502
      9.1999998      0.7290705
      9.3000002      0.7321515
      9.3999996      0.7355048
      9.5000000      0.7399039
      9.6000004      0.7519232
      9.6999998      0.7648077
      9.8000002      0.7801523
      9.8999996      0.7960457
     10.0000000      0.8125001
     10.1000004      0.8315506
     10.1999998      0.8508173
     10.3000002      0.8698879
     10.3999996      0.8891667
     10.5000000      0.9082332
     10.6000004      0.9279248
     10.6999998      0.9473959
     10.8000002      0.9666347
     10.8999996      0.9865023
     11.0000000      1.0056893
     11.1000004      1.0277284
     11.1999998      1.0495514
     11.3000002      1.0711460
     11.3999996      1.0934136
     11.5000000      1.1154448
     11.7500000      1.1637020
     12.0000000      1.2163461
     12.2500000      1.2691708
     12.5000000      1.3216147
     12.7500000      1.3730769
     13.0000000      1.4234375
     13.2500000      1.4736378
     13.5000000      1.5236177
     13.7500000      1.5722157
     14.0000000      1.6193112
     14.2500000      1.6733474
     14.5000000      1.7294271
     14.7500000      1.7858373
     15.0000000      1.8437500
     15.2500000      1.9050282
     15.5000000      1.9685497
     15.7500000      2.0331130
     16.0000000      2.1000001
     16.2500000      2.1686199
     16.5000000      2.2390022
     16.7500000      2.3105068
     17.0000000      2.3838141
     17.2500000      2.4561901
     17.5000000      2.5303488
     17.7500000      2.6056089
     18.0000000      2.6826925
     18.2500000      2.7572415
     18.5000000      2.8335538
     18.7500000      2.9101562
     19.0000000      2.9885421
     19.2500000      3.0641129
     19.5000000      3.1398435
     19.7500000      3.2164969
     20.0000000      3.2932694
     20.8799992      3.5628176
     25.6399994      5.0376029
     31.4799995      6.6415739
     38.6599998      7.7753692
     47.4799995      7.7040868
     58.3100014      6.4991364
     71.6100006      4.6334200
     87.9400024      2.8330352
    108.0000000      1.5923078
    132.6000061      0.8446876
    162.8999939      0.4029426
    200.0000000      0.1966346
    204.3000031      0.1829369
    303.8999939      0.0470704
    452.0000000      0.0121656
    672.2999878      0.0031514
   1000.0000000      0.0006803
