# norm   tau_V= 2.50
      0.0100000      0.0000517
      0.0150000      0.0000876
      0.0220000      0.0001565
      0.0330000      0.0003041
      0.0490000      0.0005909
      0.0730000      0.0009549
      0.1000000      0.0013562
      0.1230000      0.0015217
      0.1510000      0.0018300
      0.1850000      0.0024541
      0.2270000      0.0039243
      0.2790000      0.0047417
      0.3430000      0.0048509
      0.4210000      0.0049201
      0.5170000      0.0056505
      0.5500000      0.0060663
      0.6350000      0.0071539
      0.7800000      0.0093656
      0.9580000      0.0116181
      1.1770000      0.0153350
      1.4450001      0.0244365
      1.7740000      0.0441368
      2.1789999      0.0756277
      2.6760001      0.1141803
      3.2860000      0.1581124
      4.0359998      0.2118253
      4.9559999      0.2837390
      6.0000000      0.3651442
      6.2500000      0.3861178
      6.5000000      0.4083334
      6.7500000      0.4318810
      7.0000000      0.4520834
      7.2500000      0.4850761
      7.5000000      0.5210337
      7.7500000      0.5576523
      8.0000000      0.5993590
      8.2500000      0.6693209
      8.5000000      0.7362580
      8.6000004      0.7628366
      8.6999998      0.7901803
      8.8000002      0.8168911
      8.8999996      0.8443590
      9.0000000      0.8718750
      9.1000004      0.9012501
      9.1999998      0.9299520
      9.3000002      0.9579448
      9.3999996      0.9855690
      9.5000000      1.0124199
      9.6000004      1.0323079
      9.6999998      1.0519993
      9.8000002      1.0703045
      9.8999996      1.0883653
     10.0000000      1.1061699
     10.1000004      1.1216829
     10.1999998      1.1368750
     10.3000002      1.1521474
     10.3999996      1.1670833
     10.5000000      1.1812501
     10.6000004      1.1958975
     10.6999998      1.2101804
     10.8000002      1.2249521
     10.8999996      1.2393510
     11.0000000      1.2533654
     11.1000004      1.2660939
     11.1999998      1.2788463
     11.3000002      1.2920755
     11.3999996      1.3085338
     11.5000000      1.3250803
     11.7500000      1.3472956
     12.0000000      1.3783654
     12.2500000      1.4090444
     12.5000000      1.4383013
     12.7500000      1.4655349
     13.0000000      1.4906250
     13.2500000      1.5198218
     13.5000000      1.5474160
     13.7500000      1.5722157
     14.0000000      1.5929489
     14.2500000      1.6385217
     14.5000000      1.6858573
     14.7500000      1.7332432
     15.0000000      1.7806491
     15.2500000      1.8408754
     15.5000000      1.9027244
     15.7500000      1.9668570
     16.0000000      2.0333335
     16.2500000      2.1048179
     16.5000000      2.1781852
     16.7500000      2.2527945
     17.0000000      2.3286459
     17.2500000      2.4022839
     17.5000000      2.4770634
     17.7500000      2.5515625
     18.0000000      2.6264424
     18.2500000      2.6921675
     18.5000000      2.7579529
     18.7500000      2.8230171
     19.0000000      2.8888226
     19.2500000      2.9407151
     19.5000000      2.9929688
     19.7500000      3.0447919
     20.0000000      3.0953526
     20.8799992      3.2574806
     25.6399994      4.0319314
     31.4799995      4.6753345
     38.6599998      4.8510866
     47.4799995      4.2933640
     58.3100014      3.3289964
     71.6100006      2.2699456
     87.9400024      1.3469335
    108.0000000      0.7295193
    132.6000061      0.3806407
    162.8999939      0.1835888
    200.0000000      0.0903846
    204.3000031      0.0840610
    303.8999939      0.0217941
    452.0000000      0.0055631
    672.2999878      0.0014146
   1000.0000000      0.0002115
