# norm   tau_V= 8.75
      0.0100000      0.0000010
      0.0150000      0.0000012
      0.0220000      0.0000017
      0.0330000      0.0000032
      0.0490000      0.0000055
      0.0730000      0.0000049
      0.1000000      0.0000044
      0.1230000      0.0000034
      0.1510000      0.0000037
      0.1850000      0.0000063
      0.2270000      0.0000201
      0.2790000      0.0000277
      0.3430000      0.0000340
      0.4210000      0.0000493
      0.5170000      0.0000951
      0.5500000      0.0001212
      0.6350000      0.0002100
      0.7800000      0.0004650
      0.9580000      0.0009480
      1.1770000      0.0020800
      1.4450001      0.0053377
      1.7740000      0.0140939
      2.1789999      0.0328160
      2.6760001      0.0644556
      3.2860000      0.1114818
      4.0359998      0.1778686
      4.9559999      0.2686486
      6.0000000      0.3754808
      6.2500000      0.4028946
      6.5000000      0.4309896
      6.7500000      0.4600060
      7.0000000      0.4874199
      7.2500000      0.5208033
      7.5000000      0.5564905
      7.7500000      0.5927384
      8.0000000      0.6304488
      8.2500000      0.6590745
      8.5000000      0.6800681
      8.6000004      0.6870353
      8.6999998      0.6932812
      8.8000002      0.6984296
      8.8999996      0.7031571
      9.0000000      0.7074520
      9.1000004      0.7091147
      9.1999998      0.7110097
      9.3000002      0.7131491
      9.3999996      0.7159215
      9.5000000      0.7193511
      9.6000004      0.7311539
      9.6999998      0.7434336
      9.8000002      0.7585577
      9.8999996      0.7742307
     10.0000000      0.7900641
     10.1000004      0.8092949
     10.1999998      0.8283414
     10.3000002      0.8476042
     10.3999996      0.8666667
     10.5000000      0.8859376
     10.6000004      0.9054167
     10.6999998      0.9246755
     10.8000002      0.9441347
     10.8999996      0.9637941
     11.0000000      0.9832132
     11.1000004      1.0050482
     11.1999998      1.0271155
     11.3000002      1.0489625
     11.3999996      1.0714904
     11.5000000      1.0933293
     11.7500000      1.1420473
     12.0000000      1.1956731
     12.2500000      1.2490486
     12.5000000      1.3020833
     12.7500000      1.3541768
     13.0000000      1.4052085
     13.2500000      1.4561200
     13.5000000      1.5068511
     13.7500000      1.5567909
     14.0000000      1.6047276
     14.2500000      1.6590745
     14.5000000      1.7154847
     14.7500000      1.7722456
     15.0000000      1.8299280
     15.2500000      1.8909757
     15.5000000      1.9542670
     15.7500000      2.0186000
     16.0000000      2.0852566
     16.2500000      2.1529951
     16.5000000      2.2231371
     16.7500000      2.2944014
     17.0000000      2.3667870
     17.2500000      2.4396036
     17.5000000      2.5128205
     17.7500000      2.5885417
     18.0000000      2.6646636
     18.2500000      2.7396939
     18.5000000      2.8157656
     18.7500000      2.8936300
     19.0000000      2.9725564
     19.2500000      3.0486882
     19.5000000      3.1250000
     19.7500000      3.2022541
     20.0000000      3.2804489
     20.8799992      3.5544519
     25.6399994      5.0581474
     31.4799995      6.7033734
     38.6599998      7.8791442
     47.4799995      7.8353419
     58.3100014      6.6276240
     71.6100006      4.7338347
     87.9400024      2.8978629
    108.0000000      1.6303848
    132.6000061      0.8654063
    162.8999939      0.4127975
    200.0000000      0.2014423
    204.3000031      0.1873569
    303.8999939      0.0482027
    452.0000000      0.0124644
    672.2999878      0.0032295
   1000.0000000      0.0007015
