# norm   tau_V= 7.25
      0.0100000      0.0000026
      0.0150000      0.0000034
      0.0220000      0.0000053
      0.0330000      0.0000098
      0.0490000      0.0000174
      0.0730000      0.0000175
      0.1000000      0.0000174
      0.1230000      0.0000149
      0.1510000      0.0000165
      0.1850000      0.0000261
      0.2270000      0.0000707
      0.2790000      0.0000954
      0.3430000      0.0001134
      0.4210000      0.0001526
      0.5170000      0.0002622
      0.5500000      0.0003217
      0.6350000      0.0005106
      0.7800000      0.0010012
      0.9580000      0.0018147
      1.1770000      0.0035319
      1.4450001      0.0081165
      1.7740000      0.0196306
      2.1789999      0.0425324
      2.6760001      0.0785646
      3.2860000      0.1290045
      4.0359998      0.1972724
      4.9559999      0.2887029
      6.0000000      0.3944712
      6.2500000      0.4214243
      6.5000000      0.4489584
      6.7500000      0.4778546
      7.0000000      0.5042468
      7.2500000      0.5411358
      7.5000000      0.5799279
      7.7500000      0.6191307
      8.0000000      0.6605769
      8.2500000      0.7056791
      8.5000000      0.7420473
      8.6000004      0.7552565
      8.6999998      0.7675240
      8.8000002      0.7791668
      8.8999996      0.7901602
      9.0000000      0.8008415
      9.1000004      0.8093751
      9.1999998      0.8179007
      9.3000002      0.8260457
      9.3999996      0.8345513
      9.5000000      0.8434295
      9.6000004      0.8576924
      9.6999998      0.8724560
      9.8000002      0.8893029
      9.8999996      0.9063100
     10.0000000      0.9238783
     10.1000004      0.9432332
     10.1999998      0.9627885
     10.3000002      0.9821315
     10.3999996      1.0016667
     10.5000000      1.0209736
     10.6000004      1.0400401
     10.6999998      1.0597116
     10.8000002      1.0787020
     10.8999996      1.0982974
     11.0000000      1.1176283
     11.1000004      1.1384617
     11.1999998      1.1590387
     11.3000002      1.1797998
     11.3999996      1.2021155
     11.5000000      1.2237180
     11.7500000      1.2677386
     12.0000000      1.3177886
     12.2500000      1.3673278
     12.5000000      1.4157653
     12.7500000      1.4629807
     13.0000000      1.5083334
     13.2500000      1.5548579
     13.5000000      1.6009617
     13.7500000      1.6449319
     14.0000000      1.6860578
     14.2500000      1.7395732
     14.5000000      1.7950721
     14.7500000      1.8508414
     15.0000000      1.9068511
     15.2500000      1.9697918
     15.5000000      2.0349960
     15.7500000      2.1012623
     16.0000000      2.1698718
     16.2500000      2.2408855
     16.5000000      2.3137019
     16.7500000      2.3876805
     17.0000000      2.4628208
     17.2500000      2.5377405
     17.5000000      2.6130812
     17.7500000      2.6902344
     18.0000000      2.7677889
     18.2500000      2.8420575
     18.5000000      2.9165666
     18.7500000      2.9927888
     19.0000000      3.0692310
     19.2500000      3.1404653
     19.5000000      3.2117190
     19.7500000      3.2837541
     20.0000000      3.3549681
     20.8799992      3.6029711
     25.6399994      4.9317970
     31.4799995      6.3300533
     38.6599998      7.2456527
     47.4799995      7.0421062
     58.3100014      5.8566985
     71.6100006      4.1370845
     87.9400024      2.5145345
    108.0000000      1.4049520
    132.6000061      0.7432188
    162.8999939      0.3547122
    200.0000000      0.1732372
    204.3000031      0.1611646
    303.8999939      0.0414819
    452.0000000      0.0107060
    672.2999878      0.0027662
   1000.0000000      0.0005765
