# norm   tau_V= 5.50
      0.0100000      0.0000082
      0.0150000      0.0000118
      0.0220000      0.0000193
      0.0330000      0.0000364
      0.0490000      0.0000667
      0.0730000      0.0000794
      0.1000000      0.0000895
      0.1230000      0.0000846
      0.1510000      0.0000965
      0.1850000      0.0001428
      0.2270000      0.0003192
      0.2790000      0.0004157
      0.3430000      0.0004704
      0.4210000      0.0005735
      0.5170000      0.0008536
      0.5500000      0.0009980
      0.6350000      0.0014219
      0.7800000      0.0024034
      0.9580000      0.0037813
      1.1770000      0.0063613
      1.4450001      0.0127711
      1.7740000      0.0277614
      2.1789999      0.0552083
      2.6760001      0.0948501
      3.2860000      0.1465272
      4.0359998      0.2137657
      4.9559999      0.3022048
      6.0000000      0.4036058
      6.2500000      0.4291867
      6.5000000      0.4557292
      6.7500000      0.4835337
      7.0000000      0.5084535
      7.2500000      0.5478165
      7.5000000      0.5889423
      7.7500000      0.6303085
      8.0000000      0.6750001
      8.2500000      0.7374099
      8.5000000      0.7917669
      8.6000004      0.8124520
      8.6999998      0.8323558
      8.8000002      0.8517950
      8.8999996      0.8711017
      9.0000000      0.8895434
      9.1000004      0.9078126
      9.1999998      0.9251603
      9.3000002      0.9422958
      9.3999996      0.9592068
      9.5000000      0.9758815
      9.6000004      0.9934617
      9.6999998      1.0111940
      9.8000002      1.0294712
      9.8999996      1.0483052
     10.0000000      1.0669070
     10.1000004      1.0860739
     10.1999998      1.1054087
     10.3000002      1.1240866
     10.3999996      1.1429167
     10.5000000      1.1614785
     10.6000004      1.1801844
     10.6999998      1.1990346
     10.8000002      1.2175963
     10.8999996      1.2362942
     11.0000000      1.2546875
     11.1000004      1.2732093
     11.1999998      1.2918590
     11.3000002      1.3106372
     11.3999996      1.3318269
     11.5000000      1.3522638
     11.7500000      1.3896636
     12.0000000      1.4341346
     12.2500000      1.4777544
     12.5000000      1.5204328
     12.7500000      1.5610578
     13.0000000      1.5994793
     13.2500000      1.6403245
     13.5000000      1.6799281
     13.7500000      1.7165467
     14.0000000      1.7500002
     14.2500000      1.8029448
     14.5000000      1.8572317
     14.7500000      1.9117090
     15.0000000      1.9669473
     15.2500000      2.0321116
     15.5000000      2.0995793
     15.7500000      2.1681492
     16.0000000      2.2391028
     16.2500000      2.3138022
     16.5000000      2.3903849
     16.7500000      2.4682093
     17.0000000      2.5472760
     17.2500000      2.6248200
     17.5000000      2.7035258
     17.7500000      2.7826822
     18.0000000      2.8615389
     18.2500000      2.9349160
     18.5000000      3.0092146
     18.7500000      3.0829327
     19.0000000      3.1575322
     19.2500000      3.2229869
     19.5000000      3.2882812
     19.7500000      3.3533857
     20.0000000      3.4182694
     20.8799992      3.6364329
     25.6399994      4.7643561
     31.4799995      5.8785372
     38.6599998      6.4990935
     47.4799995      6.1214199
     58.3100014      4.9736376
     71.6100006      3.4657409
     87.9400024      2.0871658
    108.0000000      1.1548558
    132.6000061      0.6082813
    162.8999939      0.2906877
    200.0000000      0.1421474
    204.3000031      0.1322712
    303.8999939      0.0340792
    452.0000000      0.0087702
    672.2999878      0.0022577
   1000.0000000      0.0004383
