# norm   tau_V= 5.00
      0.0100000      0.0000113
      0.0150000      0.0000167
      0.0220000      0.0000277
      0.0330000      0.0000526
      0.0490000      0.0000973
      0.0730000      0.0001218
      0.1000000      0.0001424
      0.1230000      0.0001385
      0.1510000      0.0001593
      0.1850000      0.0002316
      0.2270000      0.0004900
      0.2790000      0.0006311
      0.3430000      0.0007030
      0.4210000      0.0008322
      0.5170000      0.0011875
      0.5500000      0.0013688
      0.6350000      0.0018902
      0.7800000      0.0030606
      0.9580000      0.0046250
      1.1770000      0.0074694
      1.4450001      0.0144326
      1.7740000      0.0304338
      2.1789999      0.0590408
      2.6760001      0.0993315
      3.2860000      0.1507400
      4.0359998      0.2166763
      4.9559999      0.3035947
      6.0000000      0.4024038
      6.2500000      0.4276843
      6.5000000      0.4536459
      6.7500000      0.4808294
      7.0000000      0.5053686
      7.2500000      0.5446215
      7.5000000      0.5856371
      7.7500000      0.6275141
      8.0000000      0.6724359
      8.2500000      0.7384015
      8.5000000      0.7975562
      8.6000004      0.8196876
      8.6999998      0.8421154
      8.8000002      0.8634295
      8.8999996      0.8846515
      9.0000000      0.9057693
      9.1000004      0.9264063
      9.1999998      0.9465385
      9.3000002      0.9661419
      9.3999996      0.9855690
      9.5000000      1.0044272
      9.6000004      1.0226924
      9.6999998      1.0415065
      9.8000002      1.0600963
      9.8999996      1.0792427
     10.0000000      1.0981572
     10.1000004      1.1168269
     10.1999998      1.1356491
     10.3000002      1.1546235
     10.3999996      1.1729167
     10.5000000      1.1913462
     10.6000004      1.2094872
     10.6999998      1.2277564
     10.8000002      1.2457212
     10.8999996      1.2642429
     11.0000000      1.2820113
     11.1000004      1.2998919
     11.1999998      1.3178848
     11.3000002      1.3359897
     11.3999996      1.3564904
     11.5000000      1.3771436
     11.7500000      1.4117889
     12.0000000      1.4543270
     12.2500000      1.4964042
     12.5000000      1.5369592
     12.7500000      1.5753608
     13.0000000      1.6119792
     13.2500000      1.6509416
     13.5000000      1.6891227
     13.7500000      1.7237082
     14.0000000      1.7550483
     14.2500000      1.8075120
     14.5000000      1.8618790
     14.7500000      1.9158455
     15.0000000      1.9705530
     15.2500000      2.0363884
     15.5000000      2.1039267
     15.7500000      2.1731973
     16.0000000      2.2448721
     16.2500000      2.3203127
     16.5000000      2.3983173
     16.7500000      2.4769332
     17.0000000      2.5568111
     17.2500000      2.6351867
     17.5000000      2.7147439
     17.7500000      2.7940605
     18.0000000      2.8745196
     18.2500000      2.9473460
     18.5000000      3.0210738
     18.7500000      3.0942011
     19.0000000      3.1681895
     19.2500000      3.2322414
     19.5000000      3.2960937
     19.7500000      3.3597157
     20.0000000      3.4230769
     20.8799992      3.6330869
     25.6399994      4.7068305
     31.4799995      5.7435865
     38.6599998      6.2822509
     47.4799995      5.8608122
     58.3100014      4.7236714
     71.6100006      3.2792561
     87.9400024      1.9680805
    108.0000000      1.0856251
    132.6000061      0.5705625
    162.8999939      0.2729358
    200.0000000      0.1335737
    204.3000031      0.1242498
    303.8999939      0.0320215
    452.0000000      0.0082323
    672.2999878      0.0021158
   1000.0000000      0.0004000
