# norm   tau_V= 7.75
      0.0100000      0.0000019
      0.0150000      0.0000024
      0.0220000      0.0000036
      0.0330000      0.0000067
      0.0490000      0.0000118
      0.0730000      0.0000114
      0.1000000      0.0000109
      0.1230000      0.0000091
      0.1510000      0.0000100
      0.1850000      0.0000162
      0.2270000      0.0000463
      0.2790000      0.0000629
      0.3430000      0.0000757
      0.4210000      0.0001046
      0.5170000      0.0001869
      0.5500000      0.0002323
      0.6350000      0.0003798
      0.7800000      0.0007763
      0.9580000      0.0014639
      1.1770000      0.0029665
      1.4450001      0.0070745
      1.7740000      0.0176263
      2.1789999      0.0391277
      2.6760001      0.0737830
      3.2860000      0.1232777
      4.0359998      0.1911279
      4.9559999      0.2827461
      6.0000000      0.3891827
      6.2500000      0.4161659
      6.5000000      0.4440104
      6.7500000      0.4729868
      7.0000000      0.4997597
      7.2500000      0.5356170
      7.5000000      0.5736178
      7.7500000      0.6116787
      8.0000000      0.6519231
      8.2500000      0.6917969
      8.5000000      0.7226363
      8.6000004      0.7335498
      8.6999998      0.7441707
      8.8000002      0.7534295
      8.8999996      0.7623478
      9.0000000      0.7705530
      9.1000004      0.7765626
      9.1999998      0.7828847
      9.3000002      0.7887861
      9.3999996      0.7950081
      9.5000000      0.8019432
      9.6000004      0.8153847
      9.6999998      0.8297076
      9.8000002      0.8457212
      9.8999996      0.8622836
     10.0000000      0.8794071
     10.1000004      0.8987221
     10.1999998      0.9182452
     10.3000002      0.9375641
     10.3999996      0.9570833
     10.5000000      0.9759616
     10.6000004      0.9954488
     10.6999998      1.0151283
     10.8000002      1.0345674
     10.8999996      1.0541908
     11.0000000      1.0735579
     11.1000004      1.0948799
     11.1999998      1.1159616
     11.3000002      1.1372436
     11.3999996      1.1591828
     11.5000000      1.1808695
     11.7500000      1.2272537
     12.0000000      1.2778847
     12.2500000      1.3290466
     12.5000000      1.3792068
     12.7500000      1.4282453
     13.0000000      1.4755210
     13.2500000      1.5235378
     13.5000000      1.5712138
     13.7500000      1.6168371
     14.0000000      1.6608174
     14.2500000      1.7144532
     14.5000000      1.7700921
     14.7500000      1.8260216
     15.0000000      1.8828127
     15.2500000      1.9453527
     15.5000000      2.0095353
     15.7500000      2.0753908
     16.0000000      2.1429491
     16.2500000      2.2128906
     16.5000000      2.2846155
     16.7500000      2.3581529
     17.0000000      2.4321718
     17.2500000      2.5059497
     17.5000000      2.5808296
     17.7500000      2.6575222
     18.0000000      2.7346156
     18.2500000      2.8091550
     18.5000000      2.8839545
     18.7500000      2.9604871
     19.0000000      3.0380211
     19.2500000      3.1103866
     19.5000000      3.1835938
     19.7500000      3.2576427
     20.0000000      3.3309295
     20.8799992      3.5879138
     25.6399994      4.9749408
     31.4799995      6.4561749
     38.6599998      7.4578490
     47.4799995      7.3065176
     58.3100014      6.1113372
     71.6100006      4.3350444
     87.9400024      2.6406665
    108.0000000      1.4789424
    132.6000061      0.7835939
    162.8999939      0.3737694
    200.0000000      0.1825321
    204.3000031      0.1697589
    303.8999939      0.0436856
    452.0000000      0.0112837
    672.2999878      0.0029198
   1000.0000000      0.0006178
