# norm   tau_V= 6.25
      0.0100000      0.0000050
      0.0150000      0.0000069
      0.0220000      0.0000111
      0.0330000      0.0000208
      0.0490000      0.0000377
      0.0730000      0.0000417
      0.1000000      0.0000444
      0.1230000      0.0000403
      0.1510000      0.0000454
      0.1850000      0.0000690
      0.2270000      0.0001678
      0.2790000      0.0002219
      0.3430000      0.0002566
      0.4210000      0.0003265
      0.5170000      0.0005174
      0.5500000      0.0006176
      0.6350000      0.0009222
      0.7800000      0.0016612
      0.9580000      0.0027761
      1.1770000      0.0049655
      1.4450001      0.0105538
      1.7740000      0.0240087
      2.1789999      0.0495251
      2.6760001      0.0878063
      3.2860000      0.1394180
      4.0359998      0.2074594
      4.9559999      0.2980351
      6.0000000      0.4019231
      6.2500000      0.4284355
      6.5000000      0.4554688
      6.7500000      0.4840746
      7.0000000      0.5098558
      7.2500000      0.5483974
      7.5000000      0.5889423
      7.7500000      0.6296875
      8.0000000      0.6733974
      8.2500000      0.7288162
      8.5000000      0.7761018
      8.6000004      0.7931571
      8.6999998      0.8100481
      8.8000002      0.8264104
      8.8999996      0.8418630
      9.0000000      0.8570914
      9.1000004      0.8709897
      9.1999998      0.8846154
      9.3000002      0.8975843
      9.3999996      0.9106250
      9.5000000      0.9237381
      9.6000004      0.9400001
      9.6999998      0.9567869
      9.8000002      0.9745033
      9.8999996      0.9927763
     10.0000000      1.0108173
     10.1000004      1.0302323
     10.1999998      1.0498319
     10.3000002      1.0687902
     10.3999996      1.0883335
     10.5000000      1.1072116
     10.6000004      1.1262501
     10.6999998      1.1450201
     10.8000002      1.1643751
     10.8999996      1.1834536
     11.0000000      1.2022437
     11.1000004      1.2220674
     11.1999998      1.2416027
     11.3000002      1.2612902
     11.3999996      1.2829567
     11.5000000      1.3043472
     11.7500000      1.3444713
     12.0000000      1.3913462
     12.2500000      1.4380010
     12.5000000      1.4828726
     12.7500000      1.5268331
     13.0000000      1.5682292
     13.2500000      1.6116588
     13.5000000      1.6534257
     13.7500000      1.6934096
     14.0000000      1.7303687
     14.2500000      1.7835338
     14.5000000      1.8380609
     14.7500000      1.8933897
     15.0000000      1.9489182
     15.2500000      2.0131712
     15.5000000      2.0797076
     15.7500000      2.1473258
     16.0000000      2.2166667
     16.2500000      2.2903645
     16.5000000      2.3652644
     16.7500000      2.4413664
     17.0000000      2.5186701
     17.2500000      2.5951025
     17.5000000      2.6719751
     17.7500000      2.7499700
     18.0000000      2.8283656
     18.2500000      2.9020135
     18.5000000      2.9766028
     18.7500000      3.0506310
     19.0000000      3.1263223
     19.2500000      3.1936800
     19.5000000      3.2617188
     19.7500000      3.3296475
     20.0000000      3.3974361
     20.8799992      3.6280673
     25.6399994      4.8383174
     31.4799995      6.0727644
     38.6599998      6.8181624
     47.4799995      6.5132823
     58.3100014      5.3474202
     71.6100006      3.7526395
     87.9400024      2.2686126
    108.0000000      1.2612981
    132.6000061      0.6656563
    162.8999939      0.3179030
    200.0000000      0.1553686
    204.3000031      0.1445488
    303.8999939      0.0372326
    452.0000000      0.0095941
    672.2999878      0.0024751
   1000.0000000      0.0004972
