# norm   tau_V= 4.50
      0.0100000      0.0000156
      0.0150000      0.0000236
      0.0220000      0.0000397
      0.0330000      0.0000757
      0.0490000      0.0001415
      0.0730000      0.0001862
      0.1000000      0.0002261
      0.1230000      0.0002261
      0.1510000      0.0002624
      0.1850000      0.0003750
      0.2270000      0.0007499
      0.2790000      0.0009549
      0.3430000      0.0010471
      0.4210000      0.0012031
      0.5170000      0.0016448
      0.5500000      0.0018695
      0.6350000      0.0025011
      0.7800000      0.0038812
      0.9580000      0.0056344
      1.1770000      0.0087332
      1.4450001      0.0162331
      1.7740000      0.0332056
      2.1789999      0.0628645
      2.6760001      0.1035556
      3.2860000      0.1544262
      4.0359998      0.2187784
      4.9559999      0.3033962
      6.0000000      0.3995192
      6.2500000      0.4241787
      6.5000000      0.4494792
      6.7500000      0.4762321
      7.0000000      0.4997597
      7.2500000      0.5388121
      7.5000000      0.5796275
      7.7500000      0.6213042
      8.0000000      0.6663462
      8.2500000      0.7354267
      8.5000000      0.7982372
      8.6000004      0.8220994
      8.6999998      0.8459495
      8.8000002      0.8694232
      8.8999996      0.8924960
      9.0000000      0.9155049
      9.1000004      0.9388022
      9.1999998      0.9616507
      9.3000002      0.9836540
      9.3999996      1.0051523
      9.5000000      1.0265025
      9.6000004      1.0457693
      9.6999998      1.0648237
      9.8000002      1.0840465
      9.8999996      1.1030409
     10.0000000      1.1221955
     10.1000004      1.1407011
     10.1999998      1.1589423
     10.3000002      1.1773196
     10.3999996      1.1954167
     10.5000000      1.2132212
     10.6000004      1.2307212
     10.6999998      1.2483335
     10.8000002      1.2664905
     10.8999996      1.2838943
     11.0000000      1.3014023
     11.1000004      1.3185698
     11.1999998      1.3358333
     11.3000002      1.3527404
     11.3999996      1.3729327
     11.5000000      1.3928087
     11.7500000      1.4254408
     12.0000000      1.4658654
     12.2500000      1.5062200
     12.5000000      1.5444713
     12.7500000      1.5814905
     13.0000000      1.6156251
     13.2500000      1.6530650
     13.5000000      1.6891227
     13.7500000      1.7220554
     14.0000000      1.7511220
     14.2500000      1.8035157
     14.5000000      1.8572317
     14.7500000      1.9111178
     15.0000000      1.9651443
     15.2500000      2.0308895
     15.5000000      2.0989585
     15.7500000      2.1681492
     16.0000000      2.2403848
     16.2500000      2.3170571
     16.5000000      2.3950121
     16.7500000      2.4749200
     17.0000000      2.5554490
     17.2500000      2.6344953
     17.5000000      2.7140427
     17.7500000      2.7940605
     18.0000000      2.8745196
     18.2500000      2.9473460
     18.5000000      3.0210738
     18.7500000      3.0934496
     19.0000000      3.1666670
     19.2500000      3.2291570
     19.5000000      3.2914064
     19.7500000      3.3533857
     20.0000000      3.4142628
     20.8799992      3.6171925
     25.6399994      4.6380048
     31.4799995      5.5985460
     38.6599998      6.0592117
     47.4799995      5.5944982
     58.3100014      4.4737043
     71.6100006      3.0927718
     87.9400024      1.8500519
    108.0000000      1.0168270
    132.6000061      0.5339063
    162.8999939      0.2553797
    200.0000000      0.1250801
    204.3000031      0.1163102
    303.8999939      0.0300004
    452.0000000      0.0077017
    672.2999878      0.0019762
   1000.0000000      0.0003621
