# norm   tau_V= 0.25
      0.0100000      0.0001506
      0.0150000      0.0002960
      0.0220000      0.0005648
      0.0330000      0.0011255
      0.0490000      0.0022282
      0.0730000      0.0043490
      0.1000000      0.0072636
      0.1230000      0.0094320
      0.1510000      0.0117303
      0.1850000      0.0138898
      0.2270000      0.0169613
      0.2790000      0.0197960
      0.3430000      0.0193212
      0.4210000      0.0176260
      0.5170000      0.0172437
      0.5500000      0.0175511
      0.6350000      0.0184242
      0.7800000      0.0206625
      0.9580000      0.0222036
      1.1770000      0.0251716
      1.4450001      0.0344230
      1.7740000      0.0550111
      2.1789999      0.0854489
      2.6760001      0.1177183
      3.2860000      0.1488969
      4.0359998      0.1841748
      4.9559999      0.2321139
      6.0000000      0.2831731
      6.2500000      0.2962240
      6.5000000      0.3114584
      6.7500000      0.3269531
      7.0000000      0.3393430
      7.2500000      0.3505910
      7.5000000      0.3653846
      7.7500000      0.3819111
      8.0000000      0.4035257
      8.2500000      0.4283654
      8.5000000      0.4532652
      8.6000004      0.4637660
      8.6999998      0.4743870
      8.8000002      0.4847757
      8.8999996      0.4952764
      9.0000000      0.5055289
      9.1000004      0.5166147
      9.1999998      0.5274519
      9.3000002      0.5384015
      9.3999996      0.5487099
      9.5000000      0.5594953
      9.6000004      0.5680770
      9.6999998      0.5767148
      9.8000002      0.5846235
      9.8999996      0.5921754
     10.0000000      0.6001602
     10.1000004      0.6069712
     10.1999998      0.6142067
     10.3000002      0.6210537
     10.3999996      0.6275001
     10.5000000      0.6339543
     10.6000004      0.6404167
     10.6999998      0.6468871
     10.8000002      0.6529328
     10.8999996      0.6594151
     11.0000000      0.6650241
     11.1000004      0.6710698
     11.1999998      0.6771154
     11.3000002      0.6831611
     11.3999996      0.6896634
     11.5000000      0.6966347
     11.7500000      0.7098960
     12.0000000      0.7250000
     12.2500000      0.7401043
     12.5000000      0.7552084
     12.7500000      0.7698017
     13.0000000      0.7822917
     13.2500000      0.7946815
     13.5000000      0.8075120
     13.7500000      0.8191607
     14.0000000      0.8295674
     14.2500000      0.8443810
     14.5000000      0.8597757
     14.7500000      0.8740084
     15.0000000      0.8870193
     15.2500000      0.9024139
     15.5000000      0.9184496
     15.7500000      0.9351564
     16.0000000      0.9519231
     16.2500000      0.9694011
     16.5000000      0.9882812
     16.7500000      1.0066106
     17.0000000      1.0250401
     17.2500000      1.0428787
     17.5000000      1.0607973
     17.7500000      1.0787961
     18.0000000      1.0968751
     18.2500000      1.1121093
     18.5000000      1.1280850
     18.7500000      1.1433294
     19.0000000      1.1600963
     19.2500000      1.1730469
     19.5000000      1.1859375
     19.7500000      1.1979768
     20.0000000      1.2099359
     20.8799992      1.2456058
     25.6399994      1.3908880
     31.4799995      1.4869759
     38.6599998      1.5014827
     47.4799995      1.3260541
     58.3100014      1.0881732
     71.6100006      0.8477867
     87.9400024      0.5503297
    108.0000000      0.3025818
    132.6000061      0.1634656
    162.8999939      0.0851701
    200.0000000      0.0441266
    204.3000031      0.0411465
    303.8999939      0.0112002
    452.0000000      0.0028540
    672.2999878      0.0007105
   1000.0000000      0.0000227
