# norm   tau_V= 8.25
      0.0100000      0.0000013
      0.0150000      0.0000017
      0.0220000      0.0000025
      0.0330000      0.0000046
      0.0490000      0.0000081
      0.0730000      0.0000074
      0.1000000      0.0000069
      0.1230000      0.0000056
      0.1510000      0.0000061
      0.1850000      0.0000101
      0.2270000      0.0000305
      0.2790000      0.0000417
      0.3430000      0.0000507
      0.4210000      0.0000718
      0.5170000      0.0001332
      0.5500000      0.0001678
      0.6350000      0.0002826
      0.7800000      0.0006012
      0.9580000      0.0011787
      1.1770000      0.0024860
      1.4450001      0.0061540
      1.7740000      0.0157855
      2.1789999      0.0358889
      2.6760001      0.0690657
      3.2860000      0.1174192
      4.0359998      0.1846599
      4.9559999      0.2759952
      6.0000000      0.3826923
      6.2500000      0.4099059
      6.5000000      0.4380209
      6.7500000      0.4670373
      7.0000000      0.4941507
      7.2500000      0.5286459
      7.5000000      0.5655048
      7.7500000      0.6029848
      8.0000000      0.6419873
      8.2500000      0.6759316
      8.5000000      0.7018631
      8.6000004      0.7108094
      8.6999998      0.7190746
      8.8000002      0.7262821
      8.8999996      0.7331089
      9.0000000      0.7391828
      9.1000004      0.7430209
      9.1999998      0.7471315
      9.3000002      0.7511539
      9.3999996      0.7554648
      9.5000000      0.7604568
      9.6000004      0.7730771
      9.6999998      0.7861819
      9.8000002      0.8021395
      9.8999996      0.8178605
     10.0000000      0.8345352
     10.1000004      0.8538061
     10.1999998      0.8732933
     10.3000002      0.8925842
     10.3999996      0.9116666
     10.5000000      0.9309496
     10.6000004      0.9504328
     10.6999998      0.9696875
     10.8000002      0.9895673
     10.8999996      1.0087742
     11.0000000      1.0286058
     11.1000004      1.0499641
     11.1999998      1.0715386
     11.3000002      1.0933294
     11.3999996      1.1157932
     11.5000000      1.1375602
     11.7500000      1.1848860
     12.0000000      1.2370192
     12.2500000      1.2892929
     12.5000000      1.3411459
     12.7500000      1.3919773
     13.0000000      1.4411459
     13.2500000      1.4906251
     13.5000000      1.5398439
     13.7500000      1.5876403
     14.0000000      1.6333336
     14.2500000      1.6876203
     14.5000000      1.7433695
     14.7500000      1.8000201
     15.0000000      1.8569711
     15.2500000      1.9184697
     15.5000000      1.9822117
     15.7500000      2.0476263
     16.0000000      2.1147437
     16.2500000      2.1835938
     16.5000000      2.2548678
     16.7500000      2.3266127
     17.0000000      2.4001606
     17.2500000      2.4727767
     17.5000000      2.5471756
     17.7500000      2.6233876
     18.0000000      2.7000000
     18.2500000      2.7747898
     18.5000000      2.8506012
     18.7500000      2.9274340
     19.0000000      3.0052888
     19.2500000      3.0795374
     19.5000000      3.1546874
     19.7500000      3.2307396
     20.0000000      3.3060901
     20.8799992      3.5720193
     25.6399994      5.0170584
     31.4799995      6.5797749
     38.6599998      7.6700459
     47.4799995      7.5709291
     58.3100014      6.3706489
     71.6100006      4.5330057
     87.9400024      2.7685597
    108.0000000      1.5542309
    132.6000061      0.8245001
    162.8999939      0.3931529
    200.0000000      0.1919071
    204.3000031      0.1785170
    303.8999939      0.0459381
    452.0000000      0.0118686
    672.2999878      0.0030733
   1000.0000000      0.0006595
