# norm   tau_V= 3.75
      0.0100000      0.0000250
      0.0150000      0.0000391
      0.0220000      0.0000673
      0.0330000      0.0001290
      0.0490000      0.0002462
      0.0730000      0.0003533
      0.1000000      0.0004563
      0.1230000      0.0004738
      0.1510000      0.0005581
      0.1850000      0.0007923
      0.2270000      0.0014742
      0.2790000      0.0018242
      0.3430000      0.0019294
      0.4210000      0.0020966
      0.5170000      0.0026658
      0.5500000      0.0029593
      0.6350000      0.0037576
      0.7800000      0.0054406
      0.9580000      0.0074115
      1.1770000      0.0107892
      1.4450001      0.0188904
      1.7740000      0.0367522
      2.1789999      0.0667930
      2.6760001      0.1063217
      3.2860000      0.1542946
      4.0359998      0.2150593
      4.9559999      0.2960495
      6.0000000      0.3891827
      6.2500000      0.4131611
      6.5000000      0.4380209
      6.7500000      0.4640625
      7.0000000      0.4871395
      7.2500000      0.5260317
      7.5000000      0.5670072
      7.7500000      0.6088843
      8.0000000      0.6544872
      8.2500000      0.7298077
      8.5000000      0.7995993
      8.6000004      0.8269231
      8.6999998      0.8539664
      8.8000002      0.8810577
      8.8999996      0.9078285
      9.0000000      0.9346154
      9.1000004      0.9628647
      9.1999998      0.9900321
      9.3000002      1.0164424
      9.3999996      1.0424360
      9.5000000      1.0676082
      9.6000004      1.0884616
      9.6999998      1.1087381
      9.8000002      1.1284136
      9.8999996      1.1478605
     10.0000000      1.1674680
     10.1000004      1.1852124
     10.1999998      1.2030770
     10.3000002      1.2206491
     10.3999996      1.2379167
     10.5000000      1.2548679
     10.6000004      1.2714905
     10.6999998      1.2886298
     10.8000002      1.3054328
     10.8999996      1.3223238
     11.0000000      1.3388623
     11.1000004      1.3545915
     11.1999998      1.3699360
     11.3000002      1.3853366
     11.3999996      1.4044472
     11.5000000      1.4236779
     11.7500000      1.4518031
     12.0000000      1.4884616
     12.2500000      1.5248699
     12.5000000      1.5594952
     12.7500000      1.5922176
     13.0000000      1.6218752
     13.2500000      1.6562501
     13.5000000      1.6885818
     13.7500000      1.7176484
     14.0000000      1.7427084
     14.2500000      1.7932394
     14.5000000      1.8456131
     14.7500000      1.8981173
     15.0000000      1.9507214
     15.2500000      2.0162263
     15.5000000      2.0834336
     15.7500000      2.1530051
     16.0000000      2.2249999
     16.2500000      2.3020833
     16.5000000      2.3804688
     16.7500000      2.4608274
     17.0000000      2.5418272
     17.2500000      2.6213646
     17.5000000      2.7007213
     17.7500000      2.7812600
     18.0000000      2.8615389
     18.2500000      2.9327223
     18.5000000      3.0047681
     18.7500000      3.0754209
     19.0000000      3.1468754
     19.2500000      3.2067912
     19.5000000      3.2656250
     19.7500000      3.3233175
     20.0000000      3.3814104
     20.8799992      3.5686731
     25.6399994      4.4972725
     31.4799995      5.3311687
     38.6599998      5.6626987
     47.4799995      5.1341558
     58.3100014      4.0485277
     71.6100006      2.7728794
     87.9400024      1.6492274
    108.0000000      0.9008654
    132.6000061      0.4710594
    162.8999939      0.2255538
    200.0000000      0.1104968
    204.3000031      0.1028048
    303.8999939      0.0265182
    452.0000000      0.0067909
    672.2999878      0.0017373
   1000.0000000      0.0003019
