# norm   tau_V= 5.25
      0.0100000      0.0000096
      0.0150000      0.0000140
      0.0220000      0.0000231
      0.0330000      0.0000438
      0.0490000      0.0000806
      0.0730000      0.0000984
      0.1000000      0.0001129
      0.1230000      0.0001082
      0.1510000      0.0001240
      0.1850000      0.0001819
      0.2270000      0.0003956
      0.2790000      0.0005124
      0.3430000      0.0005752
      0.4210000      0.0006910
      0.5170000      0.0010073
      0.5500000      0.0011692
      0.6350000      0.0016402
      0.7800000      0.0027137
      0.9580000      0.0041836
      1.1770000      0.0068941
      1.4450001      0.0135816
      1.7740000      0.0290834
      2.1789999      0.0571289
      2.6760001      0.0971229
      3.2860000      0.1487652
      4.0359998      0.2153827
      4.9559999      0.3029990
      6.0000000      0.4031250
      6.2500000      0.4286859
      6.5000000      0.4549479
      6.7500000      0.4824519
      7.0000000      0.5073318
      7.2500000      0.5466546
      7.5000000      0.5877404
      7.7500000      0.6293771
      8.0000000      0.6740385
      8.2500000      0.7384015
      8.5000000      0.7951723
      8.6000004      0.8165866
      8.6999998      0.8379327
      8.8000002      0.8581411
      8.8999996      0.8785898
      9.0000000      0.8981972
      9.1000004      0.9176564
      9.1999998      0.9365866
      9.3000002      0.9549640
      9.3999996      0.9731411
      9.5000000      0.9907253
      9.6000004      1.0088464
      9.6999998      1.0271274
      9.8000002      1.0455688
      9.8999996      1.0645673
     10.0000000      1.0833333
     10.1000004      1.1022596
     10.1999998      1.1213461
     10.3000002      1.1401805
     10.3999996      1.1587501
     10.5000000      1.1774641
     10.6000004      1.1958975
     10.6999998      1.2140385
     10.8000002      1.2327405
     10.8999996      1.2511418
     11.0000000      1.2692308
     11.1000004      1.2874401
     11.1999998      1.3057692
     11.3000002      1.3242189
     11.3999996      1.3450722
     11.5000000      1.3656251
     11.7500000      1.4019032
     12.0000000      1.4451922
     12.2500000      1.4880611
     12.5000000      1.5294472
     12.7500000      1.5692309
     13.0000000      1.6062502
     13.2500000      1.6466949
     13.5000000      1.6853367
     13.7500000      1.7209537
     14.0000000      1.7533655
     14.2500000      1.8063701
     14.5000000      1.8601362
     14.7500000      1.9152544
     15.0000000      1.9699520
     15.2500000      2.0351663
     15.5000000      2.1026845
     15.7500000      2.1719353
     16.0000000      2.2429488
     16.2500000      2.3183591
     16.5000000      2.3956730
     16.7500000      2.4735777
     17.0000000      2.5534058
     17.2500000      2.6310399
     17.5000000      2.7098360
     17.7500000      2.7897937
     18.0000000      2.8694711
     18.2500000      2.9422274
     18.5000000      3.0158856
     18.7500000      3.0896935
     19.0000000      3.1643832
     19.2500000      3.2283857
     19.5000000      3.2937503
     19.7500000      3.3573418
     20.0000000      3.4214745
     20.8799992      3.6355963
     25.6399994      4.7366204
     31.4799995      5.8129539
     38.6599998      6.3922205
     47.4799995      5.9920673
     58.3100014      4.8498230
     71.6100006      3.3710642
     87.9400024      2.0276229
    108.0000000      1.1202404
    132.6000061      0.5896876
    162.8999939      0.2817465
    200.0000000      0.1378205
    204.3000031      0.1281786
    303.8999939      0.0330443
    452.0000000      0.0084985
    672.2999878      0.0021863
   1000.0000000      0.0004191
