# norm   tau_V= 8.00
      0.0100000      0.0000016
      0.0150000      0.0000020
      0.0220000      0.0000030
      0.0330000      0.0000056
      0.0490000      0.0000098
      0.0730000      0.0000092
      0.1000000      0.0000087
      0.1230000      0.0000071
      0.1510000      0.0000078
      0.1850000      0.0000128
      0.2270000      0.0000375
      0.2790000      0.0000512
      0.3430000      0.0000619
      0.4210000      0.0000866
      0.5170000      0.0001578
      0.5500000      0.0001974
      0.6350000      0.0003277
      0.7800000      0.0006831
      0.9580000      0.0013138
      1.1770000      0.0027162
      1.4450001      0.0065998
      1.7740000      0.0166881
      2.1789999      0.0374865
      2.6760001      0.0714136
      3.2860000      0.1203550
      4.0359998      0.1878939
      4.9559999      0.2793707
      6.0000000      0.3860577
      6.2500000      0.4131611
      6.5000000      0.4411459
      6.7500000      0.4702825
      7.0000000      0.4972356
      7.2500000      0.5324219
      7.5000000      0.5697116
      7.7500000      0.6076423
      8.0000000      0.6471155
      8.2500000      0.6838642
      8.5000000      0.7124199
      8.6000004      0.7225242
      8.6999998      0.7316226
      8.8000002      0.7400321
      8.8999996      0.7477284
      9.0000000      0.7550482
      9.1000004      0.7601563
      9.1999998      0.7648237
      9.3000002      0.7697837
      9.3999996      0.7754247
      9.5000000      0.7810097
      9.6000004      0.7942308
      9.6999998      0.8079448
      9.8000002      0.8237340
      9.8999996      0.8400720
     10.0000000      0.8569712
     10.1000004      0.8760617
     10.1999998      0.8957692
     10.3000002      0.9148678
     10.3999996      0.9341666
     10.5000000      0.9536659
     10.6000004      0.9729408
     10.6999998      0.9924079
     10.8000002      1.0120674
     10.8999996      1.0314823
     11.0000000      1.0510818
     11.1000004      1.0721997
     11.1999998      1.0939744
     11.3000002      1.1150602
     11.3999996      1.1377164
     11.5000000      1.1592147
     11.7500000      1.2060698
     12.0000000      1.2576922
     12.2500000      1.3094151
     12.5000000      1.3606771
     12.7500000      1.4103668
     13.0000000      1.4583334
     13.2500000      1.5070814
     13.5000000      1.5555290
     13.7500000      1.6025141
     14.0000000      1.6473559
     14.2500000      1.7013222
     14.5000000      1.7567308
     14.7500000      1.8130208
     15.0000000      1.8701924
     15.2500000      1.9325222
     15.5000000      1.9958735
     15.7500000      2.0615084
     16.0000000      2.1288464
     16.2500000      2.1985679
     16.5000000      2.2700720
     16.7500000      2.3420472
     17.0000000      2.4165065
     17.2500000      2.4900544
     17.5000000      2.5647035
     17.7500000      2.6404548
     18.0000000      2.7173078
     18.2500000      2.7916067
     18.5000000      2.8676486
     18.7500000      2.9439604
     19.0000000      3.0220356
     19.2500000      3.0957334
     19.5000000      3.1695313
     19.7500000      3.2441912
     20.0000000      3.3189104
     20.8799992      3.5803847
     25.6399994      4.9965129
     31.4799995      6.5179744
     38.6599998      7.5647221
     47.4799995      7.4396749
     58.3100014      6.2421608
     71.6100006      4.4325900
     87.9400024      2.7044370
    108.0000000      1.5165867
    132.6000061      0.8037814
    162.8999939      0.3834285
    200.0000000      0.1871795
    204.3000031      0.1740970
    303.8999939      0.0448058
    452.0000000      0.0115753
    672.2999878      0.0029952
   1000.0000000      0.0006386
