# norm   tau_V= 9.00
      0.0100000      0.0000008
      0.0150000      0.0000010
      0.0220000      0.0000014
      0.0330000      0.0000026
      0.0490000      0.0000045
      0.0730000      0.0000039
      0.1000000      0.0000035
      0.1230000      0.0000027
      0.1510000      0.0000029
      0.1850000      0.0000050
      0.2270000      0.0000164
      0.2790000      0.0000226
      0.3430000      0.0000279
      0.4210000      0.0000409
      0.5170000      0.0000803
      0.5500000      0.0001030
      0.6350000      0.0001811
      0.7800000      0.0004091
      0.9580000      0.0008498
      1.1770000      0.0019013
      1.4450001      0.0049678
      1.7740000      0.0133050
      2.1789999      0.0313493
      2.6760001      0.0622041
      3.2860000      0.1085196
      4.0359998      0.1743112
      4.9559999      0.2646774
      6.0000000      0.3716346
      6.2500000      0.3988882
      6.5000000      0.4270834
      6.7500000      0.4562199
      7.0000000      0.4837741
      7.2500000      0.5164464
      7.5000000      0.5516827
      7.7500000      0.5871495
      8.0000000      0.6243591
      8.2500000      0.6504808
      8.5000000      0.6688302
      8.6000004      0.6746315
      8.6999998      0.6800361
      8.8000002      0.6843270
      8.8999996      0.6881811
      9.0000000      0.6915866
      9.1000004      0.6923438
      9.1999998      0.6933174
      9.3000002      0.6945193
      9.3999996      0.6963382
      9.5000000      0.6987981
      9.6000004      0.7103847
      9.6999998      0.7224480
      9.8000002      0.7373558
      9.8999996      0.7524159
     10.0000000      0.7684296
     10.1000004      0.7870393
     10.1999998      0.8062741
     10.3000002      0.8253205
     10.3999996      0.8445834
     10.5000000      0.8636419
     10.6000004      0.8829088
     10.6999998      0.9023838
     10.8000002      0.9216346
     10.8999996      0.9410858
     11.0000000      0.9607373
     11.1000004      0.9828126
     11.1999998      1.0046796
     11.3000002      1.0267789
     11.3999996      1.0495673
     11.5000000      1.0712141
     11.7500000      1.1203928
     12.0000000      1.1745192
     12.2500000      1.2284354
     12.5000000      1.2825520
     12.7500000      1.3352766
     13.0000000      1.3869791
     13.2500000      1.4386019
     13.5000000      1.4900842
     13.7500000      1.5408155
     14.0000000      1.5901443
     14.2500000      1.6448016
     14.5000000      1.7009617
     14.7500000      1.7580632
     15.0000000      1.8155049
     15.2500000      1.8769233
     15.5000000      1.9393630
     15.7500000      2.0040867
     16.0000000      2.0698721
     16.2500000      2.1380208
     16.5000000      2.2072718
     16.7500000      2.2776241
     17.0000000      2.3497596
     17.2500000      2.4223261
     17.5000000      2.4959936
     17.7500000      2.5707631
     18.0000000      2.6466351
     18.2500000      2.7221456
     18.5000000      2.7987182
     18.7500000      2.8763523
     19.0000000      2.9558098
     19.2500000      3.0324922
     19.5000000      3.1101561
     19.7500000      3.1888020
     20.0000000      3.2676282
     20.8799992      3.5460868
     25.6399994      5.0776653
     31.4799995      6.7639122
     38.6599998      7.9829187
     47.4799995      7.9665966
     58.3100014      6.7584472
     71.6100006      4.8342490
     87.9400024      2.9626904
    108.0000000      1.6684617
    132.6000061      0.8866564
    162.8999939      0.4227177
    200.0000000      0.2062500
    204.3000031      0.1918587
    303.8999939      0.0493594
    452.0000000      0.0127650
    672.2999878      0.0033103
   1000.0000000      0.0007232
