# norm   tau_V= 3.50
      0.0100000      0.0000290
      0.0150000      0.0000461
      0.0220000      0.0000800
      0.0330000      0.0001538
      0.0490000      0.0002945
      0.0730000      0.0004329
      0.1000000      0.0005697
      0.1230000      0.0006007
      0.1510000      0.0007102
      0.1850000      0.0009969
      0.2270000      0.0017998
      0.2790000      0.0022177
      0.3430000      0.0023306
      0.4210000      0.0024980
      0.5170000      0.0031111
      0.5500000      0.0034309
      0.6350000      0.0042918
      0.7800000      0.0060875
      0.9580000      0.0081407
      1.1770000      0.0116144
      1.4450001      0.0199556
      1.7740000      0.0382448
      2.1789999      0.0686787
      2.6760001      0.1081765
      3.2860000      0.1554794
      4.0359998      0.2150593
      4.9559999      0.2944611
      6.0000000      0.3858173
      6.2500000      0.4091547
      6.5000000      0.4333334
      6.7500000      0.4591947
      7.0000000      0.4815305
      7.2500000      0.5199320
      7.5000000      0.5600962
      7.7500000      0.6011218
      8.0000000      0.6464744
      8.2500000      0.7215445
      8.5000000      0.7917669
      8.6000004      0.8189985
      8.6999998      0.8466467
      8.8000002      0.8736539
      8.8999996      0.9010537
      9.0000000      0.9284856
      9.1000004      0.9573960
      9.1999998      0.9852405
      9.3000002      1.0123439
      9.3999996      1.0390465
      9.5000000      1.0649440
      9.6000004      1.0857694
      9.6999998      1.1060177
      9.8000002      1.1256652
      9.8999996      1.1450843
     10.0000000      1.1642629
     10.1000004      1.1815705
     10.1999998      1.1989903
     10.3000002      1.2161099
     10.3999996      1.2329166
     10.5000000      1.2493991
     10.6000004      1.2659698
     10.6999998      1.2826283
     10.8000002      1.2989423
     10.8999996      1.3153367
     11.0000000      1.3318110
     11.1000004      1.3465867
     11.1999998      1.3618591
     11.3000002      1.3767350
     11.3999996      1.3953127
     11.5000000      1.4140025
     11.7500000      1.4409757
     12.0000000      1.4764423
     12.2500000      1.5121094
     12.5000000      1.5454730
     12.7500000      1.5774039
     13.0000000      1.6062502
     13.2500000      1.6397939
     13.5000000      1.6707333
     13.7500000      1.6989185
     14.0000000      1.7230772
     14.2500000      1.7732573
     14.5000000      1.8246995
     14.7500000      1.8762522
     15.0000000      1.9284856
     15.2500000      1.9936198
     15.5000000      2.0604570
     15.7500000      2.1296577
     16.0000000      2.2006414
     16.2500000      2.2773438
     16.5000000      2.3560097
     16.7500000      2.4353268
     17.0000000      2.5159457
     17.2500000      2.5951025
     17.5000000      2.6740787
     17.7500000      2.7542369
     18.0000000      2.8334136
     18.2500000      2.9049382
     18.5000000      2.9758615
     18.7500000      3.0461240
     19.0000000      3.1171877
     19.2500000      3.1751704
     19.5000000      3.2328124
     19.7500000      3.2900844
     20.0000000      3.3469553
     20.8799992      3.5301926
     25.6399994      4.4315290
     31.4799995      5.2302713
     38.6599998      5.5294952
     47.4799995      4.9895849
     58.3100014      3.9200394
     71.6100006      2.6810720
     87.9400024      1.5932078
    108.0000000      0.8684136
    132.6000061      0.4539532
    162.8999939      0.2175916
    200.0000000      0.1066506
    204.3000031      0.0992034
    303.8999939      0.0256050
    452.0000000      0.0065554
    672.2999878      0.0016751
   1000.0000000      0.0002844
