# norm   tau_V= 7.00
      0.0100000      0.0000031
      0.0150000      0.0000040
      0.0220000      0.0000064
      0.0330000      0.0000118
      0.0490000      0.0000211
      0.0730000      0.0000217
      0.1000000      0.0000219
      0.1230000      0.0000191
      0.1510000      0.0000212
      0.1850000      0.0000332
      0.2270000      0.0000875
      0.2790000      0.0001175
      0.3430000      0.0001388
      0.4210000      0.0001844
      0.5170000      0.0003107
      0.5500000      0.0003783
      0.6350000      0.0005918
      0.7800000      0.0011362
      0.9580000      0.0020192
      1.1770000      0.0038502
      1.4450001      0.0086839
      1.7740000      0.0206967
      2.1789999      0.0442871
      2.6760001      0.0809662
      3.2860000      0.1317823
      4.0359998      0.2001830
      4.9559999      0.2914827
      6.0000000      0.3968750
      6.2500000      0.4234275
      6.5000000      0.4510417
      6.7500000      0.4797476
      7.0000000      0.5062100
      7.2500000      0.5434595
      7.5000000      0.5826322
      7.7500000      0.6222356
      8.0000000      0.6644232
      8.2500000      0.7119591
      8.5000000      0.7512420
      8.6000004      0.7652485
      8.6999998      0.7786779
      8.8000002      0.7915065
      8.8999996      0.8037100
      9.0000000      0.8152644
      9.1000004      0.8250521
      9.1999998      0.8348559
      9.3000002      0.8443031
      9.3999996      0.8537580
      9.5000000      0.8636019
      9.6000004      0.8784617
      9.6999998      0.8938302
      9.8000002      0.9108974
      9.8999996      0.9281250
     10.0000000      0.9459135
     10.1000004      0.9654889
     10.1999998      0.9848558
     10.3000002      1.0040025
     10.3999996      1.0237501
     10.5000000      1.0428486
     10.6000004      1.0621234
     10.6999998      1.0811459
     10.8000002      1.1007694
     10.8999996      1.1201323
     11.0000000      1.1392229
     11.1000004      1.1598078
     11.1999998      1.1805769
     11.3000002      1.2006251
     11.3999996      1.2226684
     11.5000000      1.2444513
     11.7500000      1.2875102
     12.0000000      1.3365386
     12.2500000      1.3854868
     12.5000000      1.4332932
     12.7500000      1.4798378
     13.0000000      1.5239584
     13.2500000      1.5697218
     13.5000000      1.6150241
     13.7500000      1.6576024
     14.0000000      1.6978366
     14.2500000      1.7515625
     14.5000000      1.8066907
     14.7500000      1.8620695
     15.0000000      1.9182694
     15.2500000      1.9814003
     15.5000000      2.0467951
     15.7500000      2.1138825
     16.0000000      2.1820514
     16.2500000      2.2539062
     16.5000000      2.3275843
     16.7500000      2.4017727
     17.0000000      2.4778047
     17.2500000      2.5529449
     17.5000000      2.6285059
     17.7500000      2.7058794
     18.0000000      2.7836542
     18.2500000      2.8574119
     18.5000000      2.9328728
     18.7500000      3.0078127
     19.0000000      3.0844553
     19.2500000      3.1543469
     19.5000000      3.2250004
     19.7500000      3.2956233
     20.0000000      3.3669870
     20.8799992      3.6105001
     25.6399994      4.9091973
     31.4799995      6.2669916
     38.6599998      7.1403289
     47.4799995      6.9108510
     58.3100014      5.7282104
     71.6100006      4.0395389
     87.9400024      2.4518209
    108.0000000      1.3681732
    132.6000061      0.7235626
    162.8999939      0.3453141
    200.0000000      0.1686699
    204.3000031      0.1569083
    303.8999939      0.0403982
    452.0000000      0.0104217
    672.2999878      0.0026924
   1000.0000000      0.0005561
