# norm   tau_V= 1.75
      0.0100000      0.0000771
      0.0150000      0.0001372
      0.0220000      0.0002507
      0.0330000      0.0004914
      0.0490000      0.0009637
      0.0730000      0.0016694
      0.1000000      0.0025100
      0.1230000      0.0029548
      0.1510000      0.0035971
      0.1850000      0.0046487
      0.2270000      0.0067836
      0.2790000      0.0080827
      0.3430000      0.0081119
      0.4210000      0.0079056
      0.5170000      0.0085607
      0.5500000      0.0090124
      0.6350000      0.0101814
      0.7800000      0.0125906
      0.9580000      0.0148152
      1.1770000      0.0185085
      1.4450001      0.0279390
      1.7740000      0.0483515
      2.1789999      0.0800625
      2.6760001      0.1171822
      3.2860000      0.1575858
      4.0359998      0.2058425
      4.9559999      0.2706341
      6.0000000      0.3430289
      6.2500000      0.3618290
      6.5000000      0.3820312
      6.7500000      0.4032152
      7.0000000      0.4212340
      7.2500000      0.4484776
      7.5000000      0.4789664
      7.7500000      0.5107673
      8.0000000      0.5474359
      8.2500000      0.6078426
      8.5000000      0.6671274
      8.6000004      0.6904809
      8.6999998      0.7148919
      8.8000002      0.7393270
      8.8999996      0.7637740
      9.0000000      0.7885818
      9.1000004      0.8155730
      9.1999998      0.8418590
      9.3000002      0.8677765
      9.3999996      0.8933014
      9.5000000      0.9180290
      9.6000004      0.9361540
      9.6999998      0.9536780
      9.8000002      0.9697917
      9.8999996      0.9856370
     10.0000000      1.0016025
     10.1000004      1.0148559
     10.1999998      1.0277644
     10.3000002      1.0411419
     10.3999996      1.0537500
     10.5000000      1.0659856
     10.6000004      1.0786860
     10.6999998      1.0910057
     10.8000002      1.1033655
     10.8999996      1.1157652
     11.0000000      1.1277645
     11.1000004      1.1384617
     11.1999998      1.1496154
     11.3000002      1.1603327
     11.3999996      1.1747116
     11.5000000      1.1891629
     11.7500000      1.2079527
     12.0000000      1.2346154
     12.2500000      1.2613182
     12.5000000      1.2870594
     12.7500000      1.3107573
     13.0000000      1.3328124
     13.2500000      1.3579129
     13.5000000      1.3819110
     13.7500000      1.4030950
     14.0000000      1.4213142
     14.2500000      1.4609675
     14.5000000      1.5022837
     14.7500000      1.5429587
     15.0000000      1.5835336
     15.2500000      1.6355870
     15.5000000      1.6891028
     15.7500000      1.7447417
     16.0000000      1.8019233
     16.2500000      1.8639324
     16.5000000      1.9276443
     16.7500000      1.9930890
     17.0000000      2.0589345
     17.2500000      2.1230772
     17.5000000      2.1882010
     17.7500000      2.2528846
     18.0000000      2.3177886
     18.2500000      2.3748400
     18.5000000      2.4318311
     18.7500000      2.4879808
     19.0000000      2.5447521
     19.2500000      2.5898037
     19.5000000      2.6343749
     19.7500000      2.6784356
     20.0000000      2.7219553
     20.8799992      2.8576155
     25.6399994      3.4936557
     31.4799995      3.9930160
     38.6599998      4.0890388
     47.4799995      3.5724137
     58.3100014      2.7519705
     71.6100006      1.8880827
     87.9400024      1.1253220
    108.0000000      0.6079327
    132.6000061      0.3175813
    162.8999939      0.1546114
    200.0000000      0.0766827
    204.3000031      0.0713413
    303.8999939      0.0186163
    452.0000000      0.0047427
    672.2999878      0.0012002
   1000.0000000      0.0001528
