# norm   tau_V= 2.25
      0.0100000      0.0000593
      0.0150000      0.0001021
      0.0220000      0.0001838
      0.0330000      0.0003582
      0.0490000      0.0006981
      0.0730000      0.0011552
      0.1000000      0.0016723
      0.1230000      0.0019061
      0.1510000      0.0023019
      0.1850000      0.0030500
      0.2270000      0.0047301
      0.2790000      0.0056895
      0.3430000      0.0057826
      0.4210000      0.0057854
      0.5170000      0.0065143
      0.5500000      0.0069477
      0.6350000      0.0080723
      0.7800000      0.0103656
      0.9580000      0.0126313
      1.1770000      0.0163629
      1.4450001      0.0256001
      1.7740000      0.0455867
      2.1789999      0.0772078
      2.6760001      0.1153596
      3.2860000      0.1582441
      4.0359998      0.2102083
      4.9559999      0.2797678
      6.0000000      0.3584135
      6.2500000      0.3788562
      6.5000000      0.4002604
      6.7500000      0.4229568
      7.0000000      0.4425482
      7.2500000      0.4740385
      7.5000000      0.5081130
      7.7500000      0.5433694
      8.0000000      0.5836539
      8.2500000      0.6508113
      8.5000000      0.7161658
      8.6000004      0.7418190
      8.6999998      0.7682211
      8.8000002      0.7946796
      8.8999996      0.8215384
      9.0000000      0.8484376
      9.1000004      0.8771876
      9.1999998      0.9056251
      9.3000002      0.9333534
      9.3999996      0.9603366
      9.5000000      0.9869192
      9.6000004      1.0065386
      9.6999998      1.0255731
      9.8000002      1.0432132
      9.8999996      1.0606009
     10.0000000      1.0777243
     10.1000004      1.0925481
     10.1999998      1.1074519
     10.3000002      1.1216108
     10.3999996      1.1358333
     10.5000000      1.1496994
     10.6000004      1.1636219
     10.6999998      1.1776000
     10.8000002      1.1912020
     10.8999996      1.2052885
     11.0000000      1.2185497
     11.1000004      1.2309617
     11.1999998      1.2429489
     11.3000002      1.2554047
     11.3999996      1.2710818
     11.5000000      1.2872998
     11.7500000      1.3082234
     12.0000000      1.3379807
     12.2500000      1.3673278
     12.5000000      1.3952326
     12.7500000      1.4221154
     13.0000000      1.4458333
     13.2500000      1.4741688
     13.5000000      1.5003606
     13.7500000      1.5237380
     14.0000000      1.5441508
     14.2500000      1.5877105
     14.5000000      1.6335737
     14.7500000      1.6788763
     15.0000000      1.7247597
     15.2500000      1.7822217
     15.5000000      1.8424881
     15.7500000      1.9043872
     16.0000000      1.9679490
     16.2500000      2.0371094
     16.5000000      2.1081131
     16.7500000      2.1803188
     17.0000000      2.2537262
     17.2500000      2.3248801
     17.5000000      2.3971357
     17.7500000      2.4690707
     18.0000000      2.5413463
     18.2500000      2.6051583
     18.5000000      2.6682696
     18.7500000      2.7313704
     19.0000000      2.7944312
     19.2500000      2.8450823
     19.5000000      2.8953125
     19.7500000      2.9443009
     20.0000000      2.9927886
     20.8799992      3.1470575
     25.6399994      3.8809264
     31.4799995      4.4811072
     38.6599998      4.6280484
     47.4799995      4.0784101
     58.3100014      3.1514504
     71.6100006      2.1514561
     87.9400024      1.2771735
    108.0000000      0.6910096
    132.6000061      0.3605594
    162.8999939      0.1743213
    200.0000000      0.0859776
    204.3000031      0.0800011
    303.8999939      0.0207714
    452.0000000      0.0052987
    672.2999878      0.0013451
   1000.0000000      0.0001924
