# norm   tau_V= 7.50
      0.0100000      0.0000022
      0.0150000      0.0000028
      0.0220000      0.0000044
      0.0330000      0.0000081
      0.0490000      0.0000144
      0.0730000      0.0000141
      0.1000000      0.0000138
      0.1230000      0.0000116
      0.1510000      0.0000129
      0.1850000      0.0000206
      0.2270000      0.0000572
      0.2790000      0.0000774
      0.3430000      0.0000926
      0.4210000      0.0001263
      0.5170000      0.0002214
      0.5500000      0.0002735
      0.6350000      0.0004406
      0.7800000      0.0008819
      0.9580000      0.0016304
      1.1770000      0.0032377
      1.4450001      0.0075839
      1.7740000      0.0186071
      2.1789999      0.0408126
      2.6760001      0.0761631
      3.2860000      0.1261608
      4.0359998      0.1942002
      4.9559999      0.2857246
      6.0000000      0.3920673
      6.2500000      0.4189203
      6.5000000      0.4466146
      6.7500000      0.4756911
      7.0000000      0.5022838
      7.2500000      0.5385216
      7.5000000      0.5769231
      7.7500000      0.6157152
      8.0000000      0.6564103
      8.2500000      0.6987380
      8.5000000      0.7325121
      8.6000004      0.7445754
      8.6999998      0.7560217
      8.8000002      0.7664744
      8.8999996      0.7762540
      9.0000000      0.7856972
      9.1000004      0.7933335
      9.1999998      0.8005770
      9.3000002      0.8074160
      9.3999996      0.8149680
      9.5000000      0.8228767
      9.6000004      0.8365386
      9.6999998      0.8510818
      9.8000002      0.8677084
      9.8999996      0.8844952
     10.0000000      0.9018430
     10.1000004      0.9209777
     10.1999998      0.9403125
     10.3000002      0.9598479
     10.3999996      0.9791667
     10.5000000      0.9986779
     10.6000004      1.0179569
     10.6999998      1.0374199
     10.8000002      1.0566348
     10.8999996      1.0764624
     11.0000000      1.0955931
     11.1000004      1.1166708
     11.1999998      1.1379486
     11.3000002      1.1585218
     11.3999996      1.1806492
     11.5000000      1.2025243
     11.7500000      1.2474961
     12.0000000      1.2980770
     12.2500000      1.3481871
     12.5000000      1.3977364
     12.7500000      1.4461238
     13.0000000      1.4921876
     13.2500000      1.5394632
     13.5000000      1.5863583
     13.7500000      1.6311599
     14.0000000      1.6737181
     14.2500000      1.7275841
     14.5000000      1.7828727
     14.7500000      1.8384315
     15.0000000      1.8954327
     15.2500000      1.9581831
     15.5000000      2.0225763
     15.7500000      2.0886419
     16.0000000      2.1564105
     16.2500000      2.2272136
     16.5000000      2.2998199
     16.7500000      2.3729167
     17.0000000      2.4478366
     17.2500000      2.5218453
     17.5000000      2.5976562
     17.7500000      2.6738782
     18.0000000      2.7512021
     18.2500000      2.8252406
     18.5000000      2.9010019
     18.7500000      2.9762621
     19.0000000      3.0540066
     19.2500000      3.1258113
     19.5000000      3.1984377
     19.7500000      3.2703028
     20.0000000      3.3437500
     20.8799992      3.5962789
     25.6399994      4.9533691
     31.4799995      6.3931141
     38.6599998      7.3525257
     47.4799995      7.1752629
     58.3100014      5.9828496
     71.6100006      4.2346301
     87.9400024      2.5772483
    108.0000000      1.4417307
    132.6000061      0.7634063
    162.8999939      0.3642407
    200.0000000      0.1778846
    204.3000031      0.1654208
    303.8999939      0.0425777
    452.0000000      0.0109940
    672.2999878      0.0028443
   1000.0000000      0.0005970
